Transaction_date,Transaction_year,Transaction_month,Transaction_ID,Gender,Age,Age_group,Marital_status,State_names,Segment,Employees_status,Payment_method,Referral,Amount_spent,,Label,Description
6/22/2019,2019,June,151718,Female,44,(40-54),Single,Hawaii,Silver,Employees,PayPal,Referred,"$1,719.40",,,
6/22/2019,2019,June,151719,Male,24,(15-24),Single,California,Missing,Self-employed,PayPal,No Referral,"$2,774.37",,,
6/23/2019,2019,June,151720,Male,43,(40-54),Married,Massachusetts,Basic,Employees,Card,Referred,$890.60,,,
6/24/2019,2019,June,151722,Male,46,(40-54),Married,Wisconsin,Silver,Workers,PayPal,No Referral,"$1,964.04",,,
6/24/2019,2019,June,151723,Female,29,(25-39),Married,Nevada,Basic,Workers,Card,Referred,"$2,612.34",,,
6/24/2019,2019,June,151725,Female,72,(55+),Married,Colorado,Silver,Employees,PayPal,Referred,$380.86,,,
6/24/2019,2019,June,151726,Female,24,(15-24),Single,Minnesota,Basic,Self-employed,Other,No Referral,$939.50,,,
6/24/2019,2019,June,151727,Male,72,(55+),Single,Nevada,Basic,Self-employed,PayPal,Referred,$545.20,,,
6/25/2019,2019,June,151729,Male,69,(55+),Single,Arizona,Basic,Workers,Other,Referred,"$2,030.73",,,
6/26/2019,2019,June,151731,Female,44,(40-54),Single,Florida,Silver,Employees,Card,No Referral,"$2,485.69",,,
6/26/2019,2019,June,151732,Female,59,(55+),Single,Montana,Basic,Employees,PayPal,Referred,$317.10,,,
6/27/2019,2019,June,151733,Female,66,(55+),Married,New Jersey,Platinum,Workers,Card,No Referral,$429.48,,,
6/27/2019,2019,June,151734,Male,72,(55+),Single,Utah,Basic,Workers,PayPal,Referred,"$2,729.61",,,
6/27/2019,2019,June,151736,Male,47,(40-54),Single,New York,Basic,Employees,PayPal,Referred,"$2,060.59",,,
6/28/2019,2019,June,151737,Male,33,(25-39),Married,Wyoming,Basic,Workers,Other,Referred,$675.92,,,
6/28/2019,2019,June,151738,Female,69,(55+),Single,Oregon,Gold,Workers,Other,Referred,$837.71,,,
6/29/2019,2019,June,151741,Female,17,(15-24),Married,Maryland,Basic,Employees,Card,Referred,$660.88,,,
6/30/2019,2019,June,151742,Female,39,(25-39),Single,California,Silver,Employees,Card,No Referral,$328.67,,,
6/30/2019,2019,June,151743,Male,52,(40-54),Married,Arkansas,Basic,Workers,Card,Referred,$692.80,,,
6/30/2019,2019,June,151744,Male,51,(40-54),Married,Oklahoma,Basic,Unemployment,Other,No Referral,$430.27,,,
6/30/2019,2019,June,151746,Male,48,(40-54),Married,Kansas,Basic,Workers,Card,Referred,"$1,062.23",,,
7/1/2019,2019,July,151747,Male,71,(55+),Married,North Carolina,Basic,Employees,Card,Referred,"$2,886.21",,,
7/1/2019,2019,July,151748,Female,52,(40-54),Married,Washington,Missing,Workers,PayPal,Referred,"$1,799.67",,,
7/1/2019,2019,July,151750,Female,17,(15-24),Married,Vermont,Basic,Workers,Card,Referred,$246.28,,,
7/2/2019,2019,July,151751,Female,42,(40-54),Single,Delaware,Basic,Unemployment,Card,No Referral,$977.80,,,
7/3/2019,2019,July,151752,Male,43,(40-54),Single,Virginia,Basic,Self-employed,PayPal,No Referral,"$1,070.56",,,
7/3/2019,2019,July,151753,Male,49,(40-54),Married,Missouri,Missing,Unemployment,PayPal,Referred,"$1,414.92",,,
7/4/2019,2019,July,151754,Male,50,(40-54),Married,Louisiana,Basic,Workers,PayPal,Referred,$834.24,,,
7/4/2019,2019,July,151756,Male,46,(40-54),Single,South Carolina,Gold,Workers,PayPal,No Referral,$2.16,,,
7/5/2019,2019,July,151758,Female,41,(40-54),Single,Texas,Basic,Employees,Card,Referred,"$1,608.42",,,
7/5/2019,2019,July,151759,Male,36,(25-39),Single,West Virginia,Silver,Employees,Card,No Referral,"$1,642.21",,,
7/5/2019,2019,July,151760,Female,61,(55+),Married,Kansas,Basic,Self-employed,Other,Referred,"$1,699.31",,,
7/5/2019,2019,July,151761,Male,47,(40-54),Single,Vermont,Gold,Self-employed,PayPal,No Referral,"$2,923.63",,,
7/6/2019,2019,July,151762,Female,37,(25-39),Married,Maryland,Basic,Workers,Card,No Referral,$614.83,,,
7/6/2019,2019,July,151763,Male,64,(55+),Married,Washington,Silver,Employees,Other,Referred,"$2,757.65",,,
7/6/2019,2019,July,151764,Male,38,(25-39),Married,Delaware,Basic,Workers,Card,No Referral,$926.55,,,
7/7/2019,2019,July,151766,Female,20,(15-24),Single,Oregon,Missing,Employees,PayPal,Referred,"$1,535.36",,,
7/8/2019,2019,July,151768,Male,49,(40-54),Single,Indiana,Silver,Workers,PayPal,Referred,$789.08,,,
7/9/2019,2019,July,151769,Female,47,(40-54),Married,Alaska,Basic,Workers,Card,Referred,"$1,988.38",,,
7/10/2019,2019,July,151772,Male,50,(40-54),Married,New Hampshire,Basic,Employees,PayPal,Referred,"$1,775.72",,,
7/11/2019,2019,July,151773,Male,43,(40-54),Single,Maryland,Platinum,Self-employed,PayPal,Referred,"$1,720.85",,,
7/12/2019,2019,July,151774,Male,66,(55+),Single,Montana,Basic,Employees,Card,Referred,"$2,549.44",,,
7/12/2019,2019,July,151775,Male,19,(15-24),Married,Wisconsin,Basic,Workers,Other,No Referral,"$2,909.20",,,
7/13/2019,2019,July,151777,Male,51,(40-54),Single,North Carolina,Missing,Employees,PayPal,Referred,"$2,997.15",,,
7/13/2019,2019,July,151778,Male,24,(15-24),Single,Washington,Platinum,Workers,PayPal,No Referral,"$2,042.64",,,
7/14/2019,2019,July,151779,Male,32,(25-39),Single,Massachusetts,Gold,Workers,PayPal,Referred,"$2,453.04",,,
7/15/2019,2019,July,151781,Male,46,(40-54),Married,Nevada,Basic,Self-employed,Other,Referred,$681.71,,,
7/16/2019,2019,July,151782,Female,60,(55+),Married,Hawaii,Basic,Employees,Card,No Referral,"$1,601.24",,,
7/16/2019,2019,July,151783,Female,43,(40-54),Single,Hawaii,Gold,Self-employed,Card,No Referral,"$1,450.98",,,
7/17/2019,2019,July,151785,Female,62,(55+),Married,Wisconsin,Basic,Employees,Card,Referred,$84.67,,,
7/17/2019,2019,July,151786,Male,39,(25-39),Married,Colorado,Basic,Employees,PayPal,Referred,"$2,917.66",,,
7/17/2019,2019,July,151787,Female,73,(55+),Single,Oregon,Basic,Employees,Card,No Referral,"$2,041.54",,,
7/17/2019,2019,July,151788,Male,38,(25-39),Married,Arizona,Basic,Workers,PayPal,Referred,"$1,710.21",,,
7/17/2019,2019,July,151789,Male,71,(55+),Married,Louisiana,Silver,Employees,Card,Referred,"$2,548.20",,,
7/17/2019,2019,July,151790,Male,54,(40-54),Married,Nevada,Basic,Self-employed,PayPal,No Referral,"$1,115.13",,,
7/17/2019,2019,July,151792,Female,42,(40-54),Married,Michigan,Basic,Employees,Card,Referred,"$2,775.69",,,
7/18/2019,2019,July,151794,Female,25,(25-39),Single,Georgia,Basic,Self-employed,Card,Referred,"$1,381.78",,,
7/18/2019,2019,July,151796,Male,34,(25-39),Single,Oregon,Basic,Workers,Other,No Referral,$581.83,,,
7/19/2019,2019,July,151797,Male,71,(55+),Single,Kentucky,Basic,Workers,PayPal,No Referral,"$2,037.59",,,
7/19/2019,2019,July,151798,Female,75,(55+),Single,Colorado,Basic,Self-employed,Card,Referred,$836.55,,,
7/19/2019,2019,July,151801,Female,56,(55+),Single,Nebraska,Silver,Workers,PayPal,Referred,"$1,234.26",,,
7/20/2019,2019,July,151802,Male,32,(25-39),Single,Florida,Gold,Employees,PayPal,No Referral,"$1,504.25",,,
7/20/2019,2019,July,151803,Male,24,(15-24),Married,New Hampshire,Platinum,Workers,Card,No Referral,$897.10,,,
7/21/2019,2019,July,151804,Female,46,(40-54),Married,Oregon,Platinum,Employees,Card,Referred,"$1,746.47",,,
7/21/2019,2019,July,151805,Male,43,(40-54),Married,Alabama,Silver,Employees,PayPal,Referred,$87.88,,,
7/21/2019,2019,July,151806,Male,18,(15-24),Single,Illinois,Platinum,Employees,Other,No Referral,"$1,650.69",,,
7/21/2019,2019,July,151807,Male,21,(15-24),Married,Georgia,Basic,Workers,PayPal,Referred,"$2,611.18",,,
7/21/2019,2019,July,151808,Male,64,(55+),Married,Arkansas,Silver,Workers,Card,Referred,"$1,760.23",,,
7/22/2019,2019,July,151809,Male,54,(40-54),Single,Arizona,Platinum,Self-employed,Other,No Referral,"$1,860.03",,,
7/22/2019,2019,July,151810,Female,15,(15-24),Single,Montana,Platinum,Unemployment,Card,No Referral,"$2,754.90",,,
7/23/2019,2019,July,151811,Female,24,(15-24),Married,Alabama,Basic,Workers,PayPal,No Referral,$270.93,,,
7/23/2019,2019,July,151813,Female,67,(55+),Single,Utah,Basic,Self-employed,Card,No Referral,"$1,364.98",,,
7/23/2019,2019,July,151815,Female,68,(55+),Single,Michigan,Basic,Workers,PayPal,Referred,$104.54,,,
7/23/2019,2019,July,151816,Female,43,(40-54),Married,South Dakota,Basic,Self-employed,Other,Referred,"$2,527.24",,,
7/24/2019,2019,July,151817,Male,64,(55+),Married,Idaho,Silver,Workers,PayPal,Referred,"$1,935.35",,,
7/25/2019,2019,July,151818,Female,46,(40-54),Single,Missouri,Basic,Unemployment,Card,No Referral,$129.95,,,
7/25/2019,2019,July,151820,Female,41,(40-54),Single,Hawaii,Basic,Self-employed,PayPal,Referred,"$2,623.07",,,
7/25/2019,2019,July,151821,Female,77,(55+),Single,Utah,Gold,Workers,Other,Referred,"$1,902.46",,,
7/25/2019,2019,July,151822,Female,38,(25-39),Single,New Hampshire,Gold,Self-employed,PayPal,Referred,"$1,873.51",,,
7/26/2019,2019,July,151823,Female,50,(40-54),Married,Vermont,Gold,Workers,Other,Referred,"$1,349.31",,,
7/26/2019,2019,July,151824,Female,46,(40-54),Married,Ohio,Platinum,Workers,Card,Referred,"$2,081.86",,,
7/27/2019,2019,July,151825,Male,64,(55+),Married,Louisiana,Platinum,Workers,Card,No Referral,$841.44,,,
7/28/2019,2019,July,151828,Male,69,(55+),Married,Oregon,Basic,Employees,Other,Referred,$306.16,,,
7/28/2019,2019,July,151829,Male,59,(55+),Married,Maryland,Basic,Self-employed,PayPal,No Referral,$533.64,,,
7/29/2019,2019,July,151831,Female,40,(40-54),Married,Florida,Platinum,Workers,PayPal,Referred,$696.84,,,
7/29/2019,2019,July,151832,Female,75,(55+),Single,Michigan,Basic,Workers,PayPal,No Referral,$169.82,,,
7/29/2019,2019,July,151835,Male,45,(40-54),Married,Tennessee,Missing,Employees,PayPal,Referred,$117.56,,,
7/29/2019,2019,July,151836,Male,36,(25-39),Married,Washington,Silver,Workers,Card,Referred,"$2,055.39",,,
7/30/2019,2019,July,151837,Female,40,(40-54),Single,Illinois,Basic,Unemployment,PayPal,Referred,"$1,160.65",,,
7/30/2019,2019,July,151838,Female,68,(55+),Married,Arkansas,Silver,Workers,PayPal,Referred,"$1,044.78",,,
7/30/2019,2019,July,151839,Female,55,(55+),Single,Connecticut,Gold,Workers,Other,Referred,"$2,776.96",,,
7/31/2019,2019,July,151840,Male,32,(25-39),Single,Arizona,Silver,Unemployment,PayPal,No Referral,$762.74,,,
7/31/2019,2019,July,151841,Female,72,(55+),Single,New Mexico,Basic,Self-employed,PayPal,Referred,"$1,717.11",,,
8/1/2019,2019,August,151842,Female,62,(55+),Single,Minnesota,Platinum,Unemployment,Other,Referred,"$1,650.65",,,
8/1/2019,2019,August,151843,Female,55,(55+),Married,Pennsylvania,Basic,Unemployment,Other,Referred,"$2,917.55",,,
8/2/2019,2019,August,151844,Female,18,(15-24),Single,Michigan,Missing,Self-employed,PayPal,No Referral,"$1,689.33",,,
8/2/2019,2019,August,151846,Female,53,(40-54),Married,Oklahoma,Silver,Employees,PayPal,No Referral,$279.19,,,
8/3/2019,2019,August,151847,Male,61,(55+),Single,Hawaii,Basic,Workers,Other,Referred,"$2,863.09",,,
8/5/2019,2019,August,151849,Male,24,(15-24),Married,Rhode Island,Basic,Workers,Card,Referred,"$1,157.79",,,
8/5/2019,2019,August,151851,Male,24,(15-24),Married,North Dakota,Silver,Employees,PayPal,No Referral,"$1,802.33",,,
8/5/2019,2019,August,151852,Female,35,(25-39),Married,Connecticut,Gold,Employees,PayPal,No Referral,$702.87,,,
8/5/2019,2019,August,151853,Female,65,(55+),Married,Arizona,Platinum,Workers,PayPal,No Referral,"$1,534.10",,,
8/5/2019,2019,August,151854,Male,35,(25-39),Single,Indiana,Missing,Unemployment,PayPal,Referred,"$1,357.68",,,
8/6/2019,2019,August,151855,Female,22,(15-24),Married,Michigan,Gold,Employees,PayPal,No Referral,"$2,960.52",,,
8/6/2019,2019,August,151856,Female,15,(15-24),Married,Florida,Basic,Employees,Other,Referred,$756.95,,,
8/6/2019,2019,August,151857,Female,65,(55+),Married,West Virginia,Basic,Workers,PayPal,Referred,$264.74,,,
8/7/2019,2019,August,151859,Female,63,(55+),Married,Massachusetts,Gold,Self-employed,PayPal,Referred,"$2,487.49",,,
8/8/2019,2019,August,151860,Male,47,(40-54),Single,Arizona,Basic,Employees,Card,Referred,$677.54,,,
8/8/2019,2019,August,151861,Female,38,(25-39),Married,South Dakota,Platinum,Employees,PayPal,Referred,$501.86,,,
8/8/2019,2019,August,151863,Male,16,(15-24),Single,New York,Silver,Employees,PayPal,Referred,"$1,297.29",,,
8/8/2019,2019,August,151864,Male,57,(55+),Single,Massachusetts,Basic,Employees,PayPal,No Referral,$697.55,,,
8/8/2019,2019,August,151865,Male,55,(55+),Married,New Mexico,Basic,Workers,Other,Referred,"$1,121.06",,,
8/8/2019,2019,August,151866,Female,55,(55+),Single,North Carolina,Missing,Workers,Other,Referred,$391.88,,,
8/9/2019,2019,August,151867,Female,28,(25-39),Single,Utah,Platinum,Unemployment,PayPal,Referred,$945.26,,,
8/10/2019,2019,August,151868,Female,37,(25-39),Married,Montana,Basic,Employees,Other,Referred,$397.91,,,
8/10/2019,2019,August,151869,Male,35,(25-39),Married,Texas,Basic,Unemployment,Card,No Referral,"$2,917.04",,,
8/10/2019,2019,August,151871,Female,63,(55+),Married,South Dakota,Gold,Workers,Other,Referred,$675.06,,,
8/11/2019,2019,August,151872,Male,78,(55+),Married,New Mexico,Basic,Employees,Card,No Referral,"$1,020.20",,,
8/12/2019,2019,August,151873,Male,56,(55+),Single,Nebraska,Basic,Self-employed,Other,Referred,$158.60,,,
8/12/2019,2019,August,151874,Female,53,(40-54),Married,Washington,Platinum,Workers,PayPal,Referred,$218.06,,,
8/12/2019,2019,August,151875,Female,34,(25-39),Married,Wisconsin,Basic,Workers,Card,No Referral,"$2,814.33",,,
8/13/2019,2019,August,151877,Female,30,(25-39),Single,Alaska,Basic,Employees,Card,No Referral,"$1,875.29",,,
8/14/2019,2019,August,151878,Female,31,(25-39),Single,Kansas,Platinum,Self-employed,PayPal,No Referral,$875.04,,,
8/14/2019,2019,August,151879,Female,57,(55+),Married,West Virginia,Platinum,Employees,PayPal,No Referral,$148.88,,,
8/14/2019,2019,August,151882,Male,31,(25-39),Single,Maine,Basic,Self-employed,Other,No Referral,$216.26,,,
8/14/2019,2019,August,151883,Male,33,(25-39),Single,Georgia,Platinum,Employees,PayPal,Referred,$191.01,,,
8/14/2019,2019,August,151885,Female,50,(40-54),Single,Wyoming,Gold,Employees,Card,Referred,$159.32,,,
8/15/2019,2019,August,151886,Male,26,(25-39),Single,Montana,Gold,Workers,PayPal,No Referral,"$1,150.77",,,
8/15/2019,2019,August,151887,Male,31,(25-39),Single,South Dakota,Platinum,Workers,PayPal,Referred,"$1,124.26",,,
8/15/2019,2019,August,151889,Male,67,(55+),Single,Mississippi,Basic,Workers,Other,Referred,$947.92,,,
8/15/2019,2019,August,151890,Male,34,(25-39),Married,South Dakota,Missing,Self-employed,Other,Referred,$182.09,,,
8/16/2019,2019,August,151891,Female,56,(55+),Married,Idaho,Basic,Employees,Other,No Referral,$408.06,,,
8/16/2019,2019,August,151892,Female,34,(25-39),Married,New Mexico,Platinum,Self-employed,Card,Referred,"$1,589.97",,,
8/16/2019,2019,August,151893,Female,48,(40-54),Married,Missouri,Gold,Workers,Card,Referred,"$2,971.30",,,
8/17/2019,2019,August,151894,Male,40,(40-54),Married,North Carolina,Silver,Workers,Other,Referred,"$1,651.40",,,
8/17/2019,2019,August,151896,Female,75,(55+),Married,Alaska,Gold,Employees,PayPal,No Referral,"$2,615.89",,,
8/17/2019,2019,August,151897,Female,57,(55+),Married,Oregon,Silver,Employees,Card,Referred,"$1,872.97",,,
8/18/2019,2019,August,151899,Female,40,(40-54),Married,Massachusetts,Gold,Unemployment,PayPal,Referred,"$2,705.93",,,
8/18/2019,2019,August,151900,Male,43,(40-54),Married,Texas,Silver,Unemployment,Card,Referred,$604.11,,,
8/19/2019,2019,August,151901,Male,72,(55+),Single,New York,Silver,Unemployment,Card,No Referral,"$1,488.16",,,
8/20/2019,2019,August,151903,Male,35,(25-39),Married,Rhode Island,Gold,Employees,Other,Referred,"$2,032.63",,,
8/20/2019,2019,August,151904,Female,37,(25-39),Married,Arkansas,Gold,Unemployment,PayPal,Referred,$887.97,,,
8/21/2019,2019,August,151905,Female,19,(15-24),Married,Oklahoma,Silver,Employees,PayPal,Referred,$725.91,,,
8/22/2019,2019,August,151907,Male,43,(40-54),Married,Virginia,Silver,Self-employed,Card,Referred,$42.98,,,
8/23/2019,2019,August,151908,Female,19,(15-24),Married,Nevada,Gold,Employees,Other,Referred,"$1,895.93",,,
8/23/2019,2019,August,151910,Female,31,(25-39),Single,Illinois,Silver,Workers,PayPal,Referred,"$1,322.08",,,
8/23/2019,2019,August,151911,Female,40,(40-54),Single,Washington,Silver,Workers,PayPal,Referred,$182.35,,,
8/24/2019,2019,August,151912,Female,37,(25-39),Married,New Mexico,Basic,Unemployment,Other,Referred,$287.77,,,
8/24/2019,2019,August,151913,Female,73,(55+),Married,Iowa,Basic,Workers,PayPal,Referred,"$1,106.89",,,
8/24/2019,2019,August,151914,Female,29,(25-39),Married,Maine,Basic,Self-employed,Card,No Referral,"$1,295.42",,,
8/25/2019,2019,August,151915,Male,42,(40-54),Single,West Virginia,Gold,Self-employed,Card,No Referral,$608.33,,,
8/25/2019,2019,August,151916,Female,53,(40-54),Married,Oregon,Basic,Workers,PayPal,Referred,$639.25,,,
8/25/2019,2019,August,151917,Female,15,(15-24),Single,New Jersey,Silver,Self-employed,PayPal,Referred,"$1,417.01",,,
8/25/2019,2019,August,151918,Female,58,(55+),Married,Maine,Basic,Self-employed,Other,Referred,"$2,536.59",,,
8/25/2019,2019,August,151919,Female,74,(55+),Married,Georgia,Basic,Workers,PayPal,Referred,$861.93,,,
8/26/2019,2019,August,151922,Female,45,(40-54),Single,Ohio,Basic,Employees,Other,No Referral,"$1,954.97",,,
8/27/2019,2019,August,151924,Male,63,(55+),Married,Minnesota,Silver,Employees,Card,Referred,"$1,142.52",,,
8/27/2019,2019,August,151925,Male,56,(55+),Single,Georgia,Basic,Workers,PayPal,Referred,"$1,567.64",,,
8/28/2019,2019,August,151926,Female,62,(55+),Married,Kentucky,Platinum,Self-employed,PayPal,Referred,"$1,326.95",,,
8/28/2019,2019,August,151928,Male,35,(25-39),Married,Nevada,Gold,Self-employed,PayPal,No Referral,"$1,935.00",,,
8/29/2019,2019,August,151929,Male,25,(25-39),Married,Idaho,Silver,Self-employed,Other,Referred,"$2,568.34",,,
8/30/2019,2019,August,151930,Male,25,(25-39),Single,Colorado,Platinum,Workers,PayPal,Referred,"$1,198.81",,,
8/30/2019,2019,August,151931,Male,44,(40-54),Single,Illinois,Basic,Employees,Card,Referred,"$2,996.82",,,
8/30/2019,2019,August,151932,Female,22,(15-24),Married,California,Basic,Workers,PayPal,Referred,"$1,510.28",,,
8/30/2019,2019,August,151933,Male,49,(40-54),Single,Connecticut,Silver,Self-employed,PayPal,No Referral,$896.07,,,
8/30/2019,2019,August,151934,Male,54,(40-54),Single,Minnesota,Basic,Self-employed,PayPal,No Referral,$227.66,,,
9/1/2019,2019,September,151936,Male,54,(40-54),Single,Kentucky,Basic,Workers,PayPal,Referred,"$2,654.79",,,
9/1/2019,2019,September,151937,Female,39,(25-39),Single,New York,Missing,Workers,PayPal,Referred,"$1,426.26",,,
9/1/2019,2019,September,151939,Female,56,(55+),Single,New Hampshire,Basic,Employees,Card,Referred,"$1,049.31",,,
9/2/2019,2019,September,151941,Male,63,(55+),Married,Louisiana,Basic,Self-employed,PayPal,No Referral,$383.85,,,
9/2/2019,2019,September,151942,Female,72,(55+),Single,Arizona,Missing,Workers,Card,Referred,$540.38,,,
9/3/2019,2019,September,151944,Female,78,(55+),Married,New Hampshire,Basic,Self-employed,PayPal,Referred,"$2,966.31",,,
9/4/2019,2019,September,151946,Female,40,(40-54),Married,Louisiana,Basic,Workers,Other,Referred,$326.44,,,
9/5/2019,2019,September,151948,Male,24,(15-24),Married,Arizona,Platinum,Workers,PayPal,Referred,"$1,486.56",,,
9/5/2019,2019,September,151949,Male,78,(55+),Married,California,Basic,Workers,PayPal,Referred,"$1,106.53",,,
9/6/2019,2019,September,151950,Male,36,(25-39),Married,West Virginia,Basic,Employees,PayPal,No Referral,"$2,540.97",,,
9/6/2019,2019,September,151951,Female,66,(55+),Married,South Carolina,Silver,Employees,Other,Referred,$696.50,,,
9/7/2019,2019,September,151952,Male,59,(55+),Married,New Mexico,Basic,Employees,Other,Referred,"$1,062.47",,,
9/8/2019,2019,September,151953,Female,44,(40-54),Single,Wyoming,Basic,Self-employed,PayPal,No Referral,"$2,960.98",,,
9/8/2019,2019,September,151954,Male,66,(55+),Single,Nebraska,Basic,Workers,PayPal,Referred,$81.37,,,
9/8/2019,2019,September,151955,Male,18,(15-24),Married,Vermont,Gold,Workers,PayPal,No Referral,"$1,521.84",,,
9/8/2019,2019,September,151956,Male,53,(40-54),Married,Indiana,Basic,Self-employed,Other,Referred,"$2,070.51",,,
9/10/2019,2019,September,151959,Male,62,(55+),Married,New York,Missing,Workers,PayPal,Referred,"$1,804.60",,,
9/12/2019,2019,September,151961,Male,18,(15-24),Married,Ohio,Basic,Employees,PayPal,No Referral,"$1,733.78",,,
9/12/2019,2019,September,151963,Female,59,(55+),Married,California,Missing,Workers,Card,No Referral,$880.28,,,
9/13/2019,2019,September,151964,Male,36,(25-39),Married,Colorado,Silver,Employees,PayPal,Referred,"$1,276.20",,,
9/13/2019,2019,September,151966,Male,50,(40-54),Married,Arkansas,Silver,Employees,PayPal,Referred,$393.80,,,
9/14/2019,2019,September,151967,Female,24,(15-24),Single,North Dakota,Basic,Workers,PayPal,Referred,"$2,902.97",,,
9/14/2019,2019,September,151968,Female,71,(55+),Married,Idaho,Basic,Workers,Card,Referred,"$1,657.33",,,
9/14/2019,2019,September,151970,Female,46,(40-54),Single,Maine,Basic,Employees,Card,Referred,"$1,031.63",,,
9/15/2019,2019,September,151971,Female,55,(55+),Single,Missouri,Platinum,Workers,PayPal,Referred,$779.96,,,
9/15/2019,2019,September,151972,Male,52,(40-54),Single,Colorado,Basic,Employees,Other,Referred,"$1,868.24",,,
9/15/2019,2019,September,151973,Female,29,(25-39),Married,Rhode Island,Missing,Self-employed,PayPal,Referred,"$2,513.36",,,
9/16/2019,2019,September,151974,Male,32,(25-39),Single,Arkansas,Basic,Employees,PayPal,Referred,"$2,733.00",,,
9/16/2019,2019,September,151975,Male,66,(55+),Single,Indiana,Basic,Workers,PayPal,Referred,$435.30,,,
9/17/2019,2019,September,151977,Female,17,(15-24),Married,West Virginia,Basic,Self-employed,PayPal,Referred,"$1,746.63",,,
9/18/2019,2019,September,151978,Male,37,(25-39),Single,Wyoming,Silver,Self-employed,PayPal,No Referral,"$1,833.14",,,
9/19/2019,2019,September,151980,Male,48,(40-54),Married,Connecticut,Basic,Workers,PayPal,Referred,"$1,068.90",,,
9/19/2019,2019,September,151981,Female,56,(55+),Single,Maine,Gold,Employees,PayPal,Referred,"$2,687.66",,,
9/19/2019,2019,September,151982,Female,61,(55+),Married,Missouri,Basic,Workers,PayPal,Referred,$623.55,,,
9/20/2019,2019,September,151983,Female,28,(25-39),Married,Virginia,Platinum,Self-employed,PayPal,Referred,$498.27,,,
9/20/2019,2019,September,151985,Female,76,(55+),Married,Michigan,Gold,Employees,Card,Referred,$539.10,,,
9/20/2019,2019,September,151986,Female,75,(55+),Married,Tennessee,Missing,Self-employed,Other,No Referral,$333.90,,,
9/21/2019,2019,September,151987,Female,74,(55+),Married,Massachusetts,Basic,Employees,Other,Referred,$68.46,,,
9/22/2019,2019,September,151988,Male,69,(55+),Single,Georgia,Missing,Employees,PayPal,Referred,$294.04,,,
9/22/2019,2019,September,151989,Male,52,(40-54),Married,Indiana,Silver,Employees,PayPal,No Referral,$675.01,,,
9/23/2019,2019,September,151990,Female,33,(25-39),Single,Wisconsin,Platinum,Self-employed,PayPal,Referred,"$1,809.60",,,
9/23/2019,2019,September,151991,Female,33,(25-39),Married,Wisconsin,Gold,Workers,Card,No Referral,"$1,085.15",,,
9/23/2019,2019,September,151992,Female,35,(25-39),Married,California,Basic,Unemployment,Card,No Referral,$564.27,,,
9/23/2019,2019,September,151993,Female,60,(55+),Married,California,Silver,Employees,Card,Referred,"$2,407.99",,,
9/24/2019,2019,September,151996,Male,20,(15-24),Single,Virginia,Basic,Employees,PayPal,Referred,$234.15,,,
9/24/2019,2019,September,151997,Female,69,(55+),Single,Arizona,Basic,Workers,PayPal,Referred,$195.25,,,
9/25/2019,2019,September,151998,Female,30,(25-39),Married,Michigan,Basic,Self-employed,Other,Referred,$490.23,,,
9/25/2019,2019,September,151999,Female,34,(25-39),Single,Arkansas,Platinum,Self-employed,Card,Referred,$636.89,,,
9/25/2019,2019,September,152000,Male,40,(40-54),Married,Hawaii,Silver,Employees,PayPal,Referred,"$1,931.67",,,
9/25/2019,2019,September,152001,Male,37,(25-39),Married,Tennessee,Silver,Employees,Card,No Referral,"$1,948.66",,,
9/25/2019,2019,September,152002,Female,22,(15-24),Single,South Dakota,Gold,Employees,Card,No Referral,"$2,007.54",,,
9/25/2019,2019,September,152003,Female,26,(25-39),Married,West Virginia,Missing,Self-employed,Card,Referred,"$2,020.07",,,
9/25/2019,2019,September,152004,Female,43,(40-54),Single,Idaho,Gold,Employees,PayPal,Referred,"$1,227.65",,,
9/26/2019,2019,September,152005,Female,39,(25-39),Married,Massachusetts,Silver,Workers,PayPal,No Referral,"$2,010.70",,,
9/27/2019,2019,September,152006,Female,46,(40-54),Single,Washington,Gold,Employees,Card,Referred,$553.18,,,
9/27/2019,2019,September,152007,Male,31,(25-39),Single,Oregon,Silver,Self-employed,Card,Referred,"$2,584.24",,,
9/28/2019,2019,September,152008,Male,70,(55+),Single,Kentucky,Silver,Self-employed,Card,Referred,"$1,503.63",,,
9/28/2019,2019,September,152009,Female,72,(55+),Single,New Mexico,Basic,Workers,PayPal,Referred,$361.19,,,
9/28/2019,2019,September,152010,Female,67,(55+),Married,Tennessee,Silver,Workers,Card,No Referral,"$2,918.71",,,
9/29/2019,2019,September,152011,Male,78,(55+),Single,Idaho,Platinum,Workers,PayPal,Referred,"$1,421.55",,,
9/30/2019,2019,September,152013,Female,30,(25-39),Married,Mississippi,Basic,Employees,PayPal,Referred,$532.29,,,
9/30/2019,2019,September,152016,Female,26,(25-39),Single,Arizona,Basic,Workers,PayPal,Referred,"$1,799.49",,,
10/1/2019,2019,October,152017,Female,59,(55+),Single,Virginia,Platinum,Workers,Other,Referred,$235.99,,,
10/1/2019,2019,October,152018,Female,28,(25-39),Married,California,Gold,Workers,Card,Referred,"$1,887.30",,,
10/1/2019,2019,October,152019,Male,53,(40-54),Single,Alabama,Basic,Employees,PayPal,Referred,$114.85,,,
10/1/2019,2019,October,152020,Female,47,(40-54),Married,Texas,Basic,Employees,PayPal,Referred,"$1,679.77",,,
