,Transaction_date,Year,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
276,04/26/19,2019,151533,Male,48.0,Married,Oklahoma,Basic,self-employed,PayPal,1.0,2929.12
277,04/26/19,2019,151534,Female,42.0,Married,New Jersey,Basic,Unemployment,PayPal,0.0,1095.86
278,04/27/19,2019,151536,Male,31.0,Single,New York,Gold,Unemployment,PayPal,1.0,138.0
279,04/27/19,2019,151537,Female,78.0,Married,Massachusetts,Basic,Employees,Other,0.0,2557.47
280,04/28/19,2019,151539,Female,37.0,Single,Oklahoma,Missing,Unemployment,Card,1.0,1888.32
281,04/29/19,2019,151540,Female,49.0,Single,Pennsylvania,Silver,Unemployment,Other,0.0,1664.69
282,04/29/19,2019,151541,Male,72.0,Married,Alabama,Basic,workers,PayPal,1.0,118.72
283,04/29/19,2019,151542,Female,74.0,Married,Indiana,Silver,Employees,Card,1.0,2679.12
284,04/30/19,2019,151544,Female,18.0,Single,Idaho,Basic,Employees,PayPal,1.0,1725.46
285,04/30/19,2019,151545,Male,65.0,Married,Maine,Basic,self-employed,Card,1.0,977.77
286,04/30/19,2019,151546,Female,56.0,Single,West Virginia,Missing,self-employed,Card,1.0,2585.48
287,05/01/19,2019,151547,Male,50.0,Married,Washington,Silver,Employees,PayPal,1.0,2000.87
288,05/01/19,2019,151548,Female,70.0,Married,Alaska,Platinum,self-employed,Other,1.0,692.48
289,05/01/19,2019,151550,Female,54.0,Married,Indiana,Basic,Employees,Card,1.0,1465.74
290,05/01/19,2019,151551,Male,31.0,Married,Arkansas,Basic,workers,Card,0.0,417.24
291,05/02/19,2019,151552,Male,63.0,Single,Maine,Basic,Employees,Other,1.0,2707.84
292,05/02/19,2019,151553,Female,26.0,Single,Virginia,Basic,Employees,PayPal,1.0,2043.82
293,05/03/19,2019,151555,Female,50.0,Single,Rhode Island,Silver,Employees,Card,0.0,140.97
294,05/03/19,2019,151556,Male,70.0,Single,Kansas,Basic,Employees,Other,1.0,1559.0
295,05/03/19,2019,151557,Male,75.0,Married,New Mexico,Gold,workers,PayPal,0.0,2935.68
296,05/04/19,2019,151558,Male,25.0,Single,Texas,Basic,Employees,Other,1.0,1432.66
297,05/04/19,2019,151559,Female,57.0,Married,Oregon,Platinum,self-employed,Other,0.0,151.83
298,05/04/19,2019,151560,Male,42.0,Single,Pennsylvania,Gold,workers,PayPal,1.0,446.72
299,05/06/19,2019,151561,Male,54.0,Married,Alabama,Basic,Unemployment,PayPal,1.0,1264.38
300,05/06/19,2019,151562,Male,50.0,Married,Georgia,Platinum,workers,PayPal,0.0,1935.65
301,05/07/19,2019,151563,Female,39.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1795.28
302,05/07/19,2019,151564,Male,52.0,Single,Nebraska,Gold,self-employed,PayPal,1.0,993.37
303,05/07/19,2019,151565,Female,53.0,Married,Alabama,Basic,Employees,Card,0.0,1317.05
304,05/08/19,2019,151566,Male,44.0,Single,Missouri,Gold,Employees,Other,1.0,1557.57
305,05/09/19,2019,151571,Female,64.0,Single,Illinois,Silver,Unemployment,Card,1.0,788.82
306,05/09/19,2019,151572,Male,47.0,Married,Hawaii,Missing,workers,PayPal,1.0,1239.29
307,05/09/19,2019,151573,Male,43.0,Single,Hawaii,Silver,Employees,Card,0.0,2450.0
308,05/10/19,2019,151574,Female,40.0,Married,Wyoming,Basic,Employees,Card,1.0,1787.8
309,05/10/19,2019,151575,Female,31.0,Single,Maryland,Silver,Employees,Other,1.0,2870.8
310,05/10/19,2019,151576,Female,51.0,Single,Oklahoma,Silver,self-employed,Card,1.0,979.14
311,05/10/19,2019,151577,Male,26.0,Single,Missouri,Silver,Employees,PayPal,1.0,1521.48
312,05/10/19,2019,151578,Male,28.0,Married,Colorado,Platinum,Employees,PayPal,1.0,2673.29
313,05/11/19,2019,151579,Male,67.0,Married,Ohio,Basic,workers,PayPal,1.0,198.04
314,05/11/19,2019,151580,Male,56.0,Married,Oregon,Gold,workers,PayPal,1.0,288.93
315,05/11/19,2019,151581,Female,65.0,Married,Maine,Basic,self-employed,PayPal,1.0,2564.8
316,05/12/19,2019,151582,Female,24.0,Married,New Jersey,Missing,workers,Card,1.0,147.79
317,05/12/19,2019,151584,Female,26.0,Married,Pennsylvania,Missing,Unemployment,Card,1.0,376.84
318,05/12/19,2019,151585,Male,68.0,Married,Louisiana,Silver,self-employed,Other,0.0,2437.16
319,05/12/19,2019,151586,Male,61.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2966.93
320,05/12/19,2019,151589,Female,51.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1160.61
321,05/13/19,2019,151590,Male,32.0,Single,Maine,Basic,workers,PayPal,1.0,408.35
322,05/13/19,2019,151592,Male,60.0,Married,Michigan,Basic,workers,Other,0.0,1675.8
323,05/14/19,2019,151593,Male,42.0,Married,Utah,Basic,workers,Other,1.0,2618.52
324,05/14/19,2019,151594,Male,48.0,Married,New Hampshire,Gold,Unemployment,Other,1.0,2656.04
325,05/15/19,2019,151595,Female,27.0,Married,Utah,Basic,Employees,Card,1.0,861.86
326,05/15/19,2019,151596,Male,36.0,Married,South Carolina,Silver,Employees,PayPal,1.0,1447.65
327,05/15/19,2019,151597,Male,54.0,Single,North Carolina,Platinum,Employees,Card,1.0,2936.96
328,05/16/19,2019,151598,Female,61.0,Married,Rhode Island,Silver,Employees,Other,0.0,70.0
329,05/16/19,2019,151599,Female,28.0,Married,Nebraska,Platinum,Unemployment,Card,1.0,1575.98
330,05/16/19,2019,151600,Male,30.0,Married,West Virginia,Platinum,Employees,Card,0.0,2825.66
331,05/17/19,2019,151603,Male,70.0,Single,Iowa,Basic,self-employed,Card,0.0,672.2
332,05/18/19,2019,151604,Male,65.0,Married,Georgia,Platinum,Unemployment,Other,0.0,1556.9
333,05/19/19,2019,151605,Male,46.0,Single,Georgia,Basic,workers,Other,1.0,858.76
334,05/19/19,2019,151606,Female,46.0,Married,Minnesota,Gold,Employees,Card,1.0,2035.45
335,05/19/19,2019,151607,Female,24.0,Single,Georgia,Basic,Employees,Card,1.0,2899.42
336,05/20/19,2019,151609,Female,72.0,Single,Michigan,Basic,workers,Card,0.0,1680.73
337,05/20/19,2019,151610,Male,19.0,Single,New Jersey,Basic,self-employed,PayPal,1.0,1401.18
338,05/20/19,2019,151612,Female,30.0,Married,Connecticut,Platinum,Employees,PayPal,1.0,28.27
339,05/20/19,2019,151613,Female,20.0,Married,Wisconsin,Basic,self-employed,PayPal,0.0,1350.76
340,05/21/19,2019,151614,Male,64.0,Single,Illinois,Silver,Unemployment,PayPal,1.0,889.38
341,05/21/19,2019,151615,Female,71.0,Married,Arkansas,Basic,Employees,Card,1.0,2883.69
342,05/22/19,2019,151616,Male,50.0,Married,Mississippi,Silver,workers,PayPal,1.0,1623.72
343,05/23/19,2019,151617,Female,63.0,Single,North Dakota,Silver,workers,PayPal,1.0,2619.18
344,05/23/19,2019,151618,Female,32.0,Married,Maine,Basic,self-employed,Card,0.0,1233.36
345,05/24/19,2019,151620,Female,65.0,Married,California,Basic,Employees,PayPal,1.0,1134.46
346,05/24/19,2019,151621,Female,63.0,Single,Louisiana,Basic,Employees,Other,1.0,958.83
347,05/24/19,2019,151622,Male,38.0,Single,Alaska,Basic,Unemployment,PayPal,1.0,1526.24
348,05/24/19,2019,151623,Female,48.0,Married,Vermont,Platinum,Employees,Card,0.0,1310.51
349,05/24/19,2019,151624,Male,55.0,Married,New York,Basic,workers,PayPal,1.0,392.63
350,05/24/19,2019,151625,Female,44.0,Married,Vermont,Basic,Employees,Card,1.0,1217.31
351,05/25/19,2019,151627,Male,65.0,Single,Arizona,Basic,self-employed,Other,1.0,2469.58
352,05/26/19,2019,151628,Male,72.0,Married,Michigan,Basic,Employees,Card,0.0,602.97
353,05/26/19,2019,151629,Male,50.0,Married,New Jersey,Basic,Employees,Card,1.0,2083.16
354,05/27/19,2019,151630,Female,42.0,Single,Georgia,Platinum,workers,PayPal,0.0,1582.94
355,05/27/19,2019,151631,Male,44.0,Married,Minnesota,Platinum,workers,Card,0.0,575.17
356,05/27/19,2019,151632,Female,39.0,Married,Florida,Gold,workers,Card,1.0,1913.57
357,05/28/19,2019,151633,Female,42.0,Single,Arizona,Basic,Employees,Other,0.0,1519.64
358,05/28/19,2019,151634,Female,52.0,Single,Maryland,Basic,Employees,PayPal,1.0,809.64
359,05/28/19,2019,151636,Male,49.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,1154.13
360,05/28/19,2019,151637,Female,41.0,Single,Oregon,Basic,Employees,PayPal,1.0,218.64
361,05/29/19,2019,151640,Male,54.0,Married,Nebraska,Basic,Employees,Card,1.0,682.48
362,05/29/19,2019,151642,Female,65.0,Single,Alabama,Silver,workers,PayPal,0.0,2520.85
363,05/30/19,2019,151643,Male,44.0,Single,California,Basic,Employees,PayPal,1.0,977.74
364,05/31/19,2019,151645,Female,29.0,Married,Arkansas,Silver,self-employed,Card,1.0,2966.21
365,05/31/19,2019,151646,Male,68.0,Married,Connecticut,Missing,Employees,Other,0.0,141.03
366,06/01/19,2019,151647,Female,66.0,Married,Georgia,Platinum,Employees,Card,0.0,502.91
367,06/01/19,2019,151648,Male,31.0,Married,Alaska,Silver,workers,PayPal,1.0,1371.52
368,06/01/19,2019,151649,Male,77.0,Single,Minnesota,Missing,self-employed,PayPal,1.0,853.19
369,06/02/19,2019,151651,Male,20.0,Married,Florida,Basic,Employees,PayPal,1.0,2862.92
370,06/02/19,2019,151652,Female,36.0,Single,New Jersey,Gold,Employees,PayPal,1.0,2558.0
371,06/02/19,2019,151653,Female,18.0,Married,Arizona,Missing,workers,PayPal,0.0,1440.43
372,06/02/19,2019,151654,Female,53.0,Married,Missouri,Gold,Employees,Other,1.0,895.47
373,06/03/19,2019,151655,Male,17.0,Single,Oklahoma,Platinum,Unemployment,PayPal,0.0,2061.81
374,06/04/19,2019,151657,Female,32.0,Married,Maine,Basic,Employees,Card,1.0,333.86
375,06/04/19,2019,151659,Male,43.0,Married,North Carolina,Missing,self-employed,Card,0.0,1734.3
376,06/04/19,2019,151660,Female,60.0,Single,Wyoming,Silver,workers,PayPal,0.0,1870.31
377,06/05/19,2019,151661,Female,42.0,Single,Indiana,Platinum,self-employed,PayPal,1.0,2763.73
378,06/05/19,2019,151662,Male,24.0,Married,Alaska,Basic,Employees,PayPal,1.0,904.22
379,06/05/19,2019,151663,Female,71.0,Single,Georgia,Basic,Employees,Card,1.0,838.78
380,06/05/19,2019,151664,Female,22.0,Single,Vermont,Basic,workers,Other,1.0,2656.59
381,06/05/19,2019,151665,Male,42.0,Married,Minnesota,Silver,self-employed,Card,1.0,717.16
382,06/05/19,2019,151666,Male,71.0,Single,West Virginia,Gold,self-employed,Card,1.0,187.04
383,06/05/19,2019,151667,Male,38.0,Married,Virginia,Silver,Unemployment,PayPal,0.0,1124.36
384,06/07/19,2019,151668,Female,64.0,Single,South Dakota,Silver,workers,PayPal,1.0,35.65
385,06/07/19,2019,151669,Male,71.0,Married,Wisconsin,Silver,workers,PayPal,1.0,2526.89
386,06/07/19,2019,151670,Male,40.0,Single,Kentucky,Platinum,workers,PayPal,1.0,2544.75
387,06/07/19,2019,151671,Male,43.0,Single,Vermont,Basic,workers,PayPal,0.0,1430.28
388,06/07/19,2019,151672,Female,36.0,Married,Maryland,Silver,workers,Other,0.0,1648.55
389,06/07/19,2019,151673,Male,65.0,Married,Arizona,Gold,self-employed,PayPal,1.0,2998.62
390,06/08/19,2019,151674,Female,76.0,Married,Massachusetts,Gold,Employees,Other,0.0,1455.74
391,06/08/19,2019,151675,Female,15.0,Married,Pennsylvania,Basic,Employees,PayPal,0.0,1194.19
392,06/08/19,2019,151676,Female,37.0,Married,Virginia,Basic,workers,Other,1.0,2455.62
393,06/08/19,2019,151677,Male,52.0,Married,New Mexico,Basic,self-employed,Card,0.0,2559.47
394,06/09/19,2019,151678,Male,30.0,Single,New York,Basic,workers,Card,1.0,832.12
395,06/10/19,2019,151682,Male,37.0,Married,North Dakota,Platinum,self-employed,Card,1.0,1701.43
396,06/11/19,2019,151683,Female,70.0,Married,Delaware,Basic,workers,PayPal,1.0,2910.99
397,06/12/19,2019,151684,Male,26.0,Married,New York,Silver,workers,Other,0.0,2091.42
398,06/12/19,2019,151685,Male,16.0,Married,Virginia,Platinum,workers,PayPal,1.0,2879.28
399,06/14/19,2019,151688,Female,30.0,Married,Louisiana,Silver,Employees,PayPal,0.0,400.91
400,06/14/19,2019,151689,Male,38.0,Married,Montana,Basic,workers,PayPal,1.0,2978.21
401,06/15/19,2019,151690,Male,33.0,Married,Rhode Island,Platinum,self-employed,Other,1.0,1544.59
402,06/15/19,2019,151691,Female,26.0,Single,Idaho,Platinum,self-employed,Card,1.0,1134.36
403,06/15/19,2019,151692,Female,49.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2946.34
404,06/15/19,2019,151693,Female,30.0,Married,California,Basic,Employees,Other,1.0,603.13
405,06/15/19,2019,151694,Female,76.0,Married,California,Silver,workers,Other,1.0,623.83
406,06/16/19,2019,151695,Female,26.0,Single,Kentucky,Missing,Unemployment,PayPal,0.0,880.27
407,06/17/19,2019,151698,Female,60.0,Single,North Dakota,Basic,workers,Card,1.0,374.63
408,06/17/19,2019,151700,Male,30.0,Married,Arizona,Basic,workers,PayPal,1.0,20.77
409,06/18/19,2019,151702,Female,72.0,Married,Maine,Basic,self-employed,PayPal,1.0,600.17
410,06/19/19,2019,151703,Female,41.0,Married,California,Silver,Employees,PayPal,1.0,867.63
411,06/19/19,2019,151704,Female,34.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,962.6
412,06/19/19,2019,151705,Male,26.0,Married,Pennsylvania,Missing,Employees,Card,1.0,1949.59
413,06/19/19,2019,151707,Female,69.0,Married,West Virginia,Gold,Employees,PayPal,1.0,1377.65
414,06/20/19,2019,151708,Female,45.0,Married,Minnesota,Basic,workers,PayPal,1.0,25.6
415,06/20/19,2019,151709,Female,76.0,Single,Kansas,Silver,Employees,PayPal,1.0,82.27
416,06/20/19,2019,151710,Male,50.0,Married,Mississippi,Basic,workers,PayPal,1.0,1586.92
417,06/21/19,2019,151711,Male,51.0,Single,Florida,Basic,workers,PayPal,0.0,2857.3
418,06/21/19,2019,151712,Female,49.0,Married,South Dakota,Basic,Employees,Card,0.0,1282.76
419,06/21/19,2019,151713,Male,55.0,Married,West Virginia,Basic,Employees,Other,1.0,2473.97
420,06/21/19,2019,151714,Female,65.0,Single,West Virginia,Basic,workers,Card,0.0,311.71
421,06/21/19,2019,151715,Female,62.0,Married,Illinois,Basic,Employees,PayPal,0.0,1109.49
422,06/22/19,2019,151718,Female,44.0,Single,Hawaii,Silver,Employees,PayPal,1.0,1719.4
423,06/22/19,2019,151719,Male,24.0,Single,California,Missing,self-employed,PayPal,0.0,2774.37
424,06/23/19,2019,151720,Male,43.0,Married,Massachusetts,Basic,Employees,Card,1.0,890.6
425,06/24/19,2019,151722,Male,46.0,Married,Wisconsin,Silver,workers,PayPal,0.0,1964.04
426,06/24/19,2019,151723,Female,29.0,Married,Nevada,Basic,workers,Card,1.0,2612.34
427,06/24/19,2019,151725,Female,72.0,Married,Colorado,Silver,Employees,PayPal,1.0,380.86
428,06/24/19,2019,151726,Female,24.0,Single,Minnesota,Basic,self-employed,Other,0.0,939.5
429,06/24/19,2019,151727,Male,72.0,Single,Nevada,Basic,self-employed,PayPal,1.0,545.2
430,06/25/19,2019,151729,Male,69.0,Single,Arizona,Basic,workers,Other,1.0,2030.73
431,06/26/19,2019,151731,Female,44.0,Single,Florida,Silver,Employees,Card,0.0,2485.69
432,06/26/19,2019,151732,Female,59.0,Single,Montana,Basic,Employees,PayPal,1.0,317.1
433,06/27/19,2019,151733,Female,66.0,Married,New Jersey,Platinum,workers,Card,0.0,429.48
434,06/27/19,2019,151734,Male,72.0,Single,Utah,Basic,workers,PayPal,1.0,2729.61
435,06/27/19,2019,151736,Male,47.0,Single,New York,Basic,Employees,PayPal,1.0,2060.59
436,06/28/19,2019,151737,Male,33.0,Married,Wyoming,Basic,workers,Other,1.0,675.92
437,06/28/19,2019,151738,Female,69.0,Single,Oregon,Gold,workers,Other,1.0,837.71
438,06/29/19,2019,151741,Female,17.0,Married,Maryland,Basic,Employees,Card,1.0,660.88
439,06/30/19,2019,151742,Female,39.0,Single,California,Silver,Employees,Card,0.0,328.67
440,06/30/19,2019,151743,Male,52.0,Married,Arkansas,Basic,workers,Card,1.0,692.8
441,06/30/19,2019,151744,Male,51.0,Married,Oklahoma,Basic,Unemployment,Other,0.0,430.27
442,06/30/19,2019,151746,Male,48.0,Married,Kansas,Basic,workers,Card,1.0,1062.23
443,07/01/19,2019,151747,Male,71.0,Married,North Carolina,Basic,Employees,Card,1.0,2886.21
444,07/01/19,2019,151748,Female,52.0,Married,Washington,Missing,workers,PayPal,1.0,1799.67
445,07/01/19,2019,151750,Female,17.0,Married,Vermont,Basic,workers,Card,1.0,246.28
446,07/02/19,2019,151751,Female,42.0,Single,Delaware,Basic,Unemployment,Card,0.0,977.8
447,07/03/19,2019,151752,Male,43.0,Single,Virginia,Basic,self-employed,PayPal,0.0,1070.56
448,07/03/19,2019,151753,Male,49.0,Married,Missouri,Missing,Unemployment,PayPal,1.0,1414.92
449,07/04/19,2019,151754,Male,50.0,Married,Louisiana,Basic,workers,PayPal,1.0,834.24
450,07/04/19,2019,151756,Male,46.0,Single,South Carolina,Gold,workers,PayPal,0.0,2.16
451,07/05/19,2019,151758,Female,41.0,Single,Texas,Basic,Employees,Card,1.0,1608.42
452,07/05/19,2019,151759,Male,36.0,Single,West Virginia,Silver,Employees,Card,0.0,1642.21
453,07/05/19,2019,151760,Female,61.0,Married,Kansas,Basic,self-employed,Other,1.0,1699.31
454,07/05/19,2019,151761,Male,47.0,Single,Vermont,Gold,self-employed,PayPal,0.0,2923.63
455,07/06/19,2019,151762,Female,37.0,Married,Maryland,Basic,workers,Card,0.0,614.83
456,07/06/19,2019,151763,Male,64.0,Married,Washington,Silver,Employees,Other,1.0,2757.65
457,07/06/19,2019,151764,Male,38.0,Married,Delaware,Basic,workers,Card,0.0,926.55
458,07/07/19,2019,151766,Female,20.0,Single,Oregon,Missing,Employees,PayPal,1.0,1535.36
459,07/08/19,2019,151768,Male,49.0,Single,Indiana,Silver,workers,PayPal,1.0,789.08
460,07/09/19,2019,151769,Female,47.0,Married,Alaska,Basic,workers,Card,1.0,1988.38
461,07/10/19,2019,151772,Male,50.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1775.72
462,07/11/19,2019,151773,Male,43.0,Single,Maryland,Platinum,self-employed,PayPal,1.0,1720.85
463,07/12/19,2019,151774,Male,66.0,Single,Montana,Basic,Employees,Card,1.0,2549.44
464,07/12/19,2019,151775,Male,19.0,Married,Wisconsin,Basic,workers,Other,0.0,2909.2
465,07/13/19,2019,151777,Male,51.0,Single,North Carolina,Missing,Employees,PayPal,1.0,2997.15
466,07/13/19,2019,151778,Male,24.0,Single,Washington,Platinum,workers,PayPal,0.0,2042.64
467,07/14/19,2019,151779,Male,32.0,Single,Massachusetts,Gold,workers,PayPal,1.0,2453.04
468,07/15/19,2019,151781,Male,46.0,Married,Nevada,Basic,self-employed,Other,1.0,681.71
469,07/16/19,2019,151782,Female,60.0,Married,Hawaii,Basic,Employees,Card,0.0,1601.24
470,07/16/19,2019,151783,Female,43.0,Single,Hawaii,Gold,self-employed,Card,0.0,1450.98
471,07/17/19,2019,151785,Female,62.0,Married,Wisconsin,Basic,Employees,Card,1.0,84.67
472,07/17/19,2019,151786,Male,39.0,Married,Colorado,Basic,Employees,PayPal,1.0,2917.66
473,07/17/19,2019,151787,Female,73.0,Single,Oregon,Basic,Employees,Card,0.0,2041.54
474,07/17/19,2019,151788,Male,38.0,Married,Arizona,Basic,workers,PayPal,1.0,1710.21
475,07/17/19,2019,151789,Male,71.0,Married,Louisiana,Silver,Employees,Card,1.0,2548.2
476,07/17/19,2019,151790,Male,54.0,Married,Nevada,Basic,self-employed,PayPal,0.0,1115.13
477,07/17/19,2019,151792,Female,42.0,Married,Michigan,Basic,Employees,Card,1.0,2775.69
478,07/18/19,2019,151794,Female,25.0,Single,Georgia,Basic,self-employed,Card,1.0,1381.78
479,07/18/19,2019,151796,Male,34.0,Single,Oregon,Basic,workers,Other,0.0,581.83
480,07/19/19,2019,151797,Male,71.0,Single,Kentucky,Basic,workers,PayPal,0.0,2037.59
481,07/19/19,2019,151798,Female,75.0,Single,Colorado,Basic,self-employed,Card,1.0,836.55
482,07/19/19,2019,151801,Female,56.0,Single,Nebraska,Silver,workers,PayPal,1.0,1234.26
483,07/20/19,2019,151802,Male,32.0,Single,Florida,Gold,Employees,PayPal,0.0,1504.25
484,07/20/19,2019,151803,Male,24.0,Married,New Hampshire,Platinum,workers,Card,0.0,897.1
485,07/21/19,2019,151804,Female,46.0,Married,Oregon,Platinum,Employees,Card,1.0,1746.47
486,07/21/19,2019,151805,Male,43.0,Married,Alabama,Silver,Employees,PayPal,1.0,87.88
487,07/21/19,2019,151806,Male,18.0,Single,Illinois,Platinum,Employees,Other,0.0,1650.69
488,07/21/19,2019,151807,Male,21.0,Married,Georgia,Basic,workers,PayPal,1.0,2611.18
489,07/21/19,2019,151808,Male,64.0,Married,Arkansas,Silver,workers,Card,1.0,1760.23
490,07/22/19,2019,151809,Male,54.0,Single,Arizona,Platinum,self-employed,Other,0.0,1860.03
491,07/22/19,2019,151810,Female,15.0,Single,Montana,Platinum,Unemployment,Card,0.0,2754.9
492,07/23/19,2019,151811,Female,24.0,Married,Alabama,Basic,workers,PayPal,0.0,270.93
493,07/23/19,2019,151813,Female,67.0,Single,Utah,Basic,self-employed,Card,0.0,1364.98
494,07/23/19,2019,151815,Female,68.0,Single,Michigan,Basic,workers,PayPal,1.0,104.54
495,07/23/19,2019,151816,Female,43.0,Married,South Dakota,Basic,self-employed,Other,1.0,2527.24
496,07/24/19,2019,151817,Male,64.0,Married,Idaho,Silver,workers,PayPal,1.0,1935.35
497,07/25/19,2019,151818,Female,46.0,Single,Missouri,Basic,Unemployment,Card,0.0,129.95
498,07/25/19,2019,151820,Female,41.0,Single,Hawaii,Basic,self-employed,PayPal,1.0,2623.07
499,07/25/19,2019,151821,Female,77.0,Single,Utah,Gold,workers,Other,1.0,1902.46
500,07/25/19,2019,151822,Female,38.0,Single,New Hampshire,Gold,self-employed,PayPal,1.0,1873.51
501,07/26/19,2019,151823,Female,50.0,Married,Vermont,Gold,workers,Other,1.0,1349.31
502,07/26/19,2019,151824,Female,46.0,Married,Ohio,Platinum,workers,Card,1.0,2081.86
503,07/27/19,2019,151825,Male,64.0,Married,Louisiana,Platinum,workers,Card,0.0,841.44
504,07/28/19,2019,151828,Male,69.0,Married,Oregon,Basic,Employees,Other,1.0,306.16
505,07/28/19,2019,151829,Male,59.0,Married,Maryland,Basic,self-employed,PayPal,0.0,533.64
506,07/29/19,2019,151831,Female,40.0,Married,Florida,Platinum,workers,PayPal,1.0,696.84
507,07/29/19,2019,151832,Female,75.0,Single,Michigan,Basic,workers,PayPal,0.0,169.82
508,07/29/19,2019,151835,Male,45.0,Married,Tennessee,Missing,Employees,PayPal,1.0,117.56
509,07/29/19,2019,151836,Male,36.0,Married,Washington,Silver,workers,Card,1.0,2055.39
510,07/30/19,2019,151837,Female,40.0,Single,Illinois,Basic,Unemployment,PayPal,1.0,1160.65
511,07/30/19,2019,151838,Female,68.0,Married,Arkansas,Silver,workers,PayPal,1.0,1044.78
512,07/30/19,2019,151839,Female,55.0,Single,Connecticut,Gold,workers,Other,1.0,2776.96
513,07/31/19,2019,151840,Male,32.0,Single,Arizona,Silver,Unemployment,PayPal,0.0,762.74
514,07/31/19,2019,151841,Female,72.0,Single,New Mexico,Basic,self-employed,PayPal,1.0,1717.11
515,08/01/19,2019,151842,Female,62.0,Single,Minnesota,Platinum,Unemployment,Other,1.0,1650.65
516,08/01/19,2019,151843,Female,55.0,Married,Pennsylvania,Basic,Unemployment,Other,1.0,2917.55
517,08/02/19,2019,151844,Female,18.0,Single,Michigan,Missing,self-employed,PayPal,0.0,1689.33
518,08/02/19,2019,151846,Female,53.0,Married,Oklahoma,Silver,Employees,PayPal,0.0,279.19
519,08/03/19,2019,151847,Male,61.0,Single,Hawaii,Basic,workers,Other,1.0,2863.09
520,08/05/19,2019,151849,Male,24.0,Married,Rhode Island,Basic,workers,Card,1.0,1157.79
521,08/05/19,2019,151851,Male,24.0,Married,North Dakota,Silver,Employees,PayPal,0.0,1802.33
522,08/05/19,2019,151852,Female,35.0,Married,Connecticut,Gold,Employees,PayPal,0.0,702.87
523,08/05/19,2019,151853,Female,65.0,Married,Arizona,Platinum,workers,PayPal,0.0,1534.1
524,08/05/19,2019,151854,Male,35.0,Single,Indiana,Missing,Unemployment,PayPal,1.0,1357.68
525,08/06/19,2019,151855,Female,22.0,Married,Michigan,Gold,Employees,PayPal,0.0,2960.52
526,08/06/19,2019,151856,Female,15.0,Married,Florida,Basic,Employees,Other,1.0,756.95
527,08/06/19,2019,151857,Female,65.0,Married,West Virginia,Basic,workers,PayPal,1.0,264.74
528,08/07/19,2019,151859,Female,63.0,Married,Massachusetts,Gold,self-employed,PayPal,1.0,2487.49
529,08/08/19,2019,151860,Male,47.0,Single,Arizona,Basic,Employees,Card,1.0,677.54
530,08/08/19,2019,151861,Female,38.0,Married,South Dakota,Platinum,Employees,PayPal,1.0,501.86
531,08/08/19,2019,151863,Male,16.0,Single,New York,Silver,Employees,PayPal,1.0,1297.29
532,08/08/19,2019,151864,Male,57.0,Single,Massachusetts,Basic,Employees,PayPal,0.0,697.55
533,08/08/19,2019,151865,Male,55.0,Married,New Mexico,Basic,workers,Other,1.0,1121.06
534,08/08/19,2019,151866,Female,55.0,Single,North Carolina,Missing,workers,Other,1.0,391.88
535,08/09/19,2019,151867,Female,28.0,Single,Utah,Platinum,Unemployment,PayPal,1.0,945.26
536,08/10/19,2019,151868,Female,37.0,Married,Montana,Basic,Employees,Other,1.0,397.91
537,08/10/19,2019,151869,Male,35.0,Married,Texas,Basic,Unemployment,Card,0.0,2917.04
538,08/10/19,2019,151871,Female,63.0,Married,South Dakota,Gold,workers,Other,1.0,675.06
539,08/11/19,2019,151872,Male,78.0,Married,New Mexico,Basic,Employees,Card,0.0,1020.2
540,08/12/19,2019,151873,Male,56.0,Single,Nebraska,Basic,self-employed,Other,1.0,158.6
541,08/12/19,2019,151874,Female,53.0,Married,Washington,Platinum,workers,PayPal,1.0,218.06
542,08/12/19,2019,151875,Female,34.0,Married,Wisconsin,Basic,workers,Card,0.0,2814.33
543,08/13/19,2019,151877,Female,30.0,Single,Alaska,Basic,Employees,Card,0.0,1875.29
544,08/14/19,2019,151878,Female,31.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,875.04
545,08/14/19,2019,151879,Female,57.0,Married,West Virginia,Platinum,Employees,PayPal,0.0,148.88
546,08/14/19,2019,151882,Male,31.0,Single,Maine,Basic,self-employed,Other,0.0,216.26
547,08/14/19,2019,151883,Male,33.0,Single,Georgia,Platinum,Employees,PayPal,1.0,191.01
548,08/14/19,2019,151885,Female,50.0,Single,Wyoming,Gold,Employees,Card,1.0,159.32
549,08/15/19,2019,151886,Male,26.0,Single,Montana,Gold,workers,PayPal,0.0,1150.77
550,08/15/19,2019,151887,Male,31.0,Single,South Dakota,Platinum,workers,PayPal,1.0,1124.26
551,08/15/19,2019,151889,Male,67.0,Single,Mississippi,Basic,workers,Other,1.0,947.92
552,08/15/19,2019,151890,Male,34.0,Married,South Dakota,Missing,self-employed,Other,1.0,182.09
553,08/16/19,2019,151891,Female,56.0,Married,Idaho,Basic,Employees,Other,0.0,408.06
