Transaction_date,Year,Month,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
04/26/19,2019,04,151533,Male,48.0,Married,Oklahoma,Basic,self-employed,PayPal,1.0,2929.12
04/26/19,2019,04,151534,Female,42.0,Married,New Jersey,Basic,Unemployment,PayPal,0.0,1095.86
04/27/19,2019,04,151536,Male,31.0,Single,New York,Gold,Unemployment,PayPal,1.0,138.0
04/27/19,2019,04,151537,Female,78.0,Married,Massachusetts,Basic,Employees,Other,0.0,2557.47
04/28/19,2019,04,151539,Female,37.0,Single,Oklahoma,Missing,Unemployment,Card,1.0,1888.32
04/29/19,2019,04,151540,Female,49.0,Single,Pennsylvania,Silver,Unemployment,Other,0.0,1664.69
04/29/19,2019,04,151541,Male,72.0,Married,Alabama,Basic,workers,PayPal,1.0,118.72
04/29/19,2019,04,151542,Female,74.0,Married,Indiana,Silver,Employees,Card,1.0,2679.12
04/30/19,2019,04,151544,Female,18.0,Single,Idaho,Basic,Employees,PayPal,1.0,1725.46
04/30/19,2019,04,151545,Male,65.0,Married,Maine,Basic,self-employed,Card,1.0,977.77
04/30/19,2019,04,151546,Female,56.0,Single,West Virginia,Missing,self-employed,Card,1.0,2585.48
05/01/19,2019,05,151547,Male,50.0,Married,Washington,Silver,Employees,PayPal,1.0,2000.87
05/01/19,2019,05,151548,Female,70.0,Married,Alaska,Platinum,self-employed,Other,1.0,692.48
05/01/19,2019,05,151550,Female,54.0,Married,Indiana,Basic,Employees,Card,1.0,1465.74
05/01/19,2019,05,151551,Male,31.0,Married,Arkansas,Basic,workers,Card,0.0,417.24
05/02/19,2019,05,151552,Male,63.0,Single,Maine,Basic,Employees,Other,1.0,2707.84
05/02/19,2019,05,151553,Female,26.0,Single,Virginia,Basic,Employees,PayPal,1.0,2043.82
05/03/19,2019,05,151555,Female,50.0,Single,Rhode Island,Silver,Employees,Card,0.0,140.97
05/03/19,2019,05,151556,Male,70.0,Single,Kansas,Basic,Employees,Other,1.0,1559.0
05/03/19,2019,05,151557,Male,75.0,Married,New Mexico,Gold,workers,PayPal,0.0,2935.68
05/04/19,2019,05,151558,Male,25.0,Single,Texas,Basic,Employees,Other,1.0,1432.66
05/04/19,2019,05,151559,Female,57.0,Married,Oregon,Platinum,self-employed,Other,0.0,151.83
05/04/19,2019,05,151560,Male,42.0,Single,Pennsylvania,Gold,workers,PayPal,1.0,446.72
05/06/19,2019,05,151561,Male,54.0,Married,Alabama,Basic,Unemployment,PayPal,1.0,1264.38
05/06/19,2019,05,151562,Male,50.0,Married,Georgia,Platinum,workers,PayPal,0.0,1935.65
05/07/19,2019,05,151563,Female,39.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1795.28
05/07/19,2019,05,151564,Male,52.0,Single,Nebraska,Gold,self-employed,PayPal,1.0,993.37
05/07/19,2019,05,151565,Female,53.0,Married,Alabama,Basic,Employees,Card,0.0,1317.05
05/08/19,2019,05,151566,Male,44.0,Single,Missouri,Gold,Employees,Other,1.0,1557.57
05/09/19,2019,05,151571,Female,64.0,Single,Illinois,Silver,Unemployment,Card,1.0,788.82
05/09/19,2019,05,151572,Male,47.0,Married,Hawaii,Missing,workers,PayPal,1.0,1239.29
05/09/19,2019,05,151573,Male,43.0,Single,Hawaii,Silver,Employees,Card,0.0,2450.0
05/10/19,2019,05,151574,Female,40.0,Married,Wyoming,Basic,Employees,Card,1.0,1787.8
05/10/19,2019,05,151575,Female,31.0,Single,Maryland,Silver,Employees,Other,1.0,2870.8
05/10/19,2019,05,151576,Female,51.0,Single,Oklahoma,Silver,self-employed,Card,1.0,979.14
05/10/19,2019,05,151577,Male,26.0,Single,Missouri,Silver,Employees,PayPal,1.0,1521.48
05/10/19,2019,05,151578,Male,28.0,Married,Colorado,Platinum,Employees,PayPal,1.0,2673.29
05/11/19,2019,05,151579,Male,67.0,Married,Ohio,Basic,workers,PayPal,1.0,198.04
05/11/19,2019,05,151580,Male,56.0,Married,Oregon,Gold,workers,PayPal,1.0,288.93
05/11/19,2019,05,151581,Female,65.0,Married,Maine,Basic,self-employed,PayPal,1.0,2564.8
05/12/19,2019,05,151582,Female,24.0,Married,New Jersey,Missing,workers,Card,1.0,147.79
05/12/19,2019,05,151584,Female,26.0,Married,Pennsylvania,Missing,Unemployment,Card,1.0,376.84
05/12/19,2019,05,151585,Male,68.0,Married,Louisiana,Silver,self-employed,Other,0.0,2437.16
05/12/19,2019,05,151586,Male,61.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2966.93
05/12/19,2019,05,151589,Female,51.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1160.61
05/13/19,2019,05,151590,Male,32.0,Single,Maine,Basic,workers,PayPal,1.0,408.35
05/13/19,2019,05,151592,Male,60.0,Married,Michigan,Basic,workers,Other,0.0,1675.8
05/14/19,2019,05,151593,Male,42.0,Married,Utah,Basic,workers,Other,1.0,2618.52
05/14/19,2019,05,151594,Male,48.0,Married,New Hampshire,Gold,Unemployment,Other,1.0,2656.04
05/15/19,2019,05,151595,Female,27.0,Married,Utah,Basic,Employees,Card,1.0,861.86
05/15/19,2019,05,151596,Male,36.0,Married,South Carolina,Silver,Employees,PayPal,1.0,1447.65
05/15/19,2019,05,151597,Male,54.0,Single,North Carolina,Platinum,Employees,Card,1.0,2936.96
05/16/19,2019,05,151598,Female,61.0,Married,Rhode Island,Silver,Employees,Other,0.0,70.0
05/16/19,2019,05,151599,Female,28.0,Married,Nebraska,Platinum,Unemployment,Card,1.0,1575.98
05/16/19,2019,05,151600,Male,30.0,Married,West Virginia,Platinum,Employees,Card,0.0,2825.66
05/17/19,2019,05,151603,Male,70.0,Single,Iowa,Basic,self-employed,Card,0.0,672.2
05/18/19,2019,05,151604,Male,65.0,Married,Georgia,Platinum,Unemployment,Other,0.0,1556.9
05/19/19,2019,05,151605,Male,46.0,Single,Georgia,Basic,workers,Other,1.0,858.76
05/19/19,2019,05,151606,Female,46.0,Married,Minnesota,Gold,Employees,Card,1.0,2035.45
05/19/19,2019,05,151607,Female,24.0,Single,Georgia,Basic,Employees,Card,1.0,2899.42
05/20/19,2019,05,151609,Female,72.0,Single,Michigan,Basic,workers,Card,0.0,1680.73
05/20/19,2019,05,151610,Male,19.0,Single,New Jersey,Basic,self-employed,PayPal,1.0,1401.18
05/20/19,2019,05,151612,Female,30.0,Married,Connecticut,Platinum,Employees,PayPal,1.0,28.27
05/20/19,2019,05,151613,Female,20.0,Married,Wisconsin,Basic,self-employed,PayPal,0.0,1350.76
05/21/19,2019,05,151614,Male,64.0,Single,Illinois,Silver,Unemployment,PayPal,1.0,889.38
05/21/19,2019,05,151615,Female,71.0,Married,Arkansas,Basic,Employees,Card,1.0,2883.69
05/22/19,2019,05,151616,Male,50.0,Married,Mississippi,Silver,workers,PayPal,1.0,1623.72
05/23/19,2019,05,151617,Female,63.0,Single,North Dakota,Silver,workers,PayPal,1.0,2619.18
05/23/19,2019,05,151618,Female,32.0,Married,Maine,Basic,self-employed,Card,0.0,1233.36
05/24/19,2019,05,151620,Female,65.0,Married,California,Basic,Employees,PayPal,1.0,1134.46
05/24/19,2019,05,151621,Female,63.0,Single,Louisiana,Basic,Employees,Other,1.0,958.83
05/24/19,2019,05,151622,Male,38.0,Single,Alaska,Basic,Unemployment,PayPal,1.0,1526.24
05/24/19,2019,05,151623,Female,48.0,Married,Vermont,Platinum,Employees,Card,0.0,1310.51
05/24/19,2019,05,151624,Male,55.0,Married,New York,Basic,workers,PayPal,1.0,392.63
05/24/19,2019,05,151625,Female,44.0,Married,Vermont,Basic,Employees,Card,1.0,1217.31
05/25/19,2019,05,151627,Male,65.0,Single,Arizona,Basic,self-employed,Other,1.0,2469.58
05/26/19,2019,05,151628,Male,72.0,Married,Michigan,Basic,Employees,Card,0.0,602.97
05/26/19,2019,05,151629,Male,50.0,Married,New Jersey,Basic,Employees,Card,1.0,2083.16
05/27/19,2019,05,151630,Female,42.0,Single,Georgia,Platinum,workers,PayPal,0.0,1582.94
05/27/19,2019,05,151631,Male,44.0,Married,Minnesota,Platinum,workers,Card,0.0,575.17
05/27/19,2019,05,151632,Female,39.0,Married,Florida,Gold,workers,Card,1.0,1913.57
05/28/19,2019,05,151633,Female,42.0,Single,Arizona,Basic,Employees,Other,0.0,1519.64
05/28/19,2019,05,151634,Female,52.0,Single,Maryland,Basic,Employees,PayPal,1.0,809.64
05/28/19,2019,05,151636,Male,49.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,1154.13
05/28/19,2019,05,151637,Female,41.0,Single,Oregon,Basic,Employees,PayPal,1.0,218.64
05/29/19,2019,05,151640,Male,54.0,Married,Nebraska,Basic,Employees,Card,1.0,682.48
05/29/19,2019,05,151642,Female,65.0,Single,Alabama,Silver,workers,PayPal,0.0,2520.85
05/30/19,2019,05,151643,Male,44.0,Single,California,Basic,Employees,PayPal,1.0,977.74
05/31/19,2019,05,151645,Female,29.0,Married,Arkansas,Silver,self-employed,Card,1.0,2966.21
05/31/19,2019,05,151646,Male,68.0,Married,Connecticut,Missing,Employees,Other,0.0,141.03
06/01/19,2019,06,151647,Female,66.0,Married,Georgia,Platinum,Employees,Card,0.0,502.91
06/01/19,2019,06,151648,Male,31.0,Married,Alaska,Silver,workers,PayPal,1.0,1371.52
06/01/19,2019,06,151649,Male,77.0,Single,Minnesota,Missing,self-employed,PayPal,1.0,853.19
06/02/19,2019,06,151651,Male,20.0,Married,Florida,Basic,Employees,PayPal,1.0,2862.92
06/02/19,2019,06,151652,Female,36.0,Single,New Jersey,Gold,Employees,PayPal,1.0,2558.0
06/02/19,2019,06,151653,Female,18.0,Married,Arizona,Missing,workers,PayPal,0.0,1440.43
06/02/19,2019,06,151654,Female,53.0,Married,Missouri,Gold,Employees,Other,1.0,895.47
06/03/19,2019,06,151655,Male,17.0,Single,Oklahoma,Platinum,Unemployment,PayPal,0.0,2061.81
06/04/19,2019,06,151657,Female,32.0,Married,Maine,Basic,Employees,Card,1.0,333.86
06/04/19,2019,06,151659,Male,43.0,Married,North Carolina,Missing,self-employed,Card,0.0,1734.3
06/04/19,2019,06,151660,Female,60.0,Single,Wyoming,Silver,workers,PayPal,0.0,1870.31
06/05/19,2019,06,151661,Female,42.0,Single,Indiana,Platinum,self-employed,PayPal,1.0,2763.73
06/05/19,2019,06,151662,Male,24.0,Married,Alaska,Basic,Employees,PayPal,1.0,904.22
06/05/19,2019,06,151663,Female,71.0,Single,Georgia,Basic,Employees,Card,1.0,838.78
06/05/19,2019,06,151664,Female,22.0,Single,Vermont,Basic,workers,Other,1.0,2656.59
06/05/19,2019,06,151665,Male,42.0,Married,Minnesota,Silver,self-employed,Card,1.0,717.16
06/05/19,2019,06,151666,Male,71.0,Single,West Virginia,Gold,self-employed,Card,1.0,187.04
06/05/19,2019,06,151667,Male,38.0,Married,Virginia,Silver,Unemployment,PayPal,0.0,1124.36
06/07/19,2019,06,151668,Female,64.0,Single,South Dakota,Silver,workers,PayPal,1.0,35.65
06/07/19,2019,06,151669,Male,71.0,Married,Wisconsin,Silver,workers,PayPal,1.0,2526.89
06/07/19,2019,06,151670,Male,40.0,Single,Kentucky,Platinum,workers,PayPal,1.0,2544.75
06/07/19,2019,06,151671,Male,43.0,Single,Vermont,Basic,workers,PayPal,0.0,1430.28
06/07/19,2019,06,151672,Female,36.0,Married,Maryland,Silver,workers,Other,0.0,1648.55
06/07/19,2019,06,151673,Male,65.0,Married,Arizona,Gold,self-employed,PayPal,1.0,2998.62
06/08/19,2019,06,151674,Female,76.0,Married,Massachusetts,Gold,Employees,Other,0.0,1455.74
06/08/19,2019,06,151675,Female,15.0,Married,Pennsylvania,Basic,Employees,PayPal,0.0,1194.19
06/08/19,2019,06,151676,Female,37.0,Married,Virginia,Basic,workers,Other,1.0,2455.62
06/08/19,2019,06,151677,Male,52.0,Married,New Mexico,Basic,self-employed,Card,0.0,2559.47
06/09/19,2019,06,151678,Male,30.0,Single,New York,Basic,workers,Card,1.0,832.12
06/10/19,2019,06,151682,Male,37.0,Married,North Dakota,Platinum,self-employed,Card,1.0,1701.43
06/11/19,2019,06,151683,Female,70.0,Married,Delaware,Basic,workers,PayPal,1.0,2910.99
06/12/19,2019,06,151684,Male,26.0,Married,New York,Silver,workers,Other,0.0,2091.42
06/12/19,2019,06,151685,Male,16.0,Married,Virginia,Platinum,workers,PayPal,1.0,2879.28
06/14/19,2019,06,151688,Female,30.0,Married,Louisiana,Silver,Employees,PayPal,0.0,400.91
06/14/19,2019,06,151689,Male,38.0,Married,Montana,Basic,workers,PayPal,1.0,2978.21
06/15/19,2019,06,151690,Male,33.0,Married,Rhode Island,Platinum,self-employed,Other,1.0,1544.59
06/15/19,2019,06,151691,Female,26.0,Single,Idaho,Platinum,self-employed,Card,1.0,1134.36
06/15/19,2019,06,151692,Female,49.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2946.34
06/15/19,2019,06,151693,Female,30.0,Married,California,Basic,Employees,Other,1.0,603.13
06/15/19,2019,06,151694,Female,76.0,Married,California,Silver,workers,Other,1.0,623.83
06/16/19,2019,06,151695,Female,26.0,Single,Kentucky,Missing,Unemployment,PayPal,0.0,880.27
06/17/19,2019,06,151698,Female,60.0,Single,North Dakota,Basic,workers,Card,1.0,374.63
06/17/19,2019,06,151700,Male,30.0,Married,Arizona,Basic,workers,PayPal,1.0,20.77
06/18/19,2019,06,151702,Female,72.0,Married,Maine,Basic,self-employed,PayPal,1.0,600.17
06/19/19,2019,06,151703,Female,41.0,Married,California,Silver,Employees,PayPal,1.0,867.63
06/19/19,2019,06,151704,Female,34.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,962.6
06/19/19,2019,06,151705,Male,26.0,Married,Pennsylvania,Missing,Employees,Card,1.0,1949.59
06/19/19,2019,06,151707,Female,69.0,Married,West Virginia,Gold,Employees,PayPal,1.0,1377.65
06/20/19,2019,06,151708,Female,45.0,Married,Minnesota,Basic,workers,PayPal,1.0,25.6
06/20/19,2019,06,151709,Female,76.0,Single,Kansas,Silver,Employees,PayPal,1.0,82.27
06/20/19,2019,06,151710,Male,50.0,Married,Mississippi,Basic,workers,PayPal,1.0,1586.92
06/21/19,2019,06,151711,Male,51.0,Single,Florida,Basic,workers,PayPal,0.0,2857.3
06/21/19,2019,06,151712,Female,49.0,Married,South Dakota,Basic,Employees,Card,0.0,1282.76
06/21/19,2019,06,151713,Male,55.0,Married,West Virginia,Basic,Employees,Other,1.0,2473.97
06/21/19,2019,06,151714,Female,65.0,Single,West Virginia,Basic,workers,Card,0.0,311.71
06/21/19,2019,06,151715,Female,62.0,Married,Illinois,Basic,Employees,PayPal,0.0,1109.49
06/22/19,2019,06,151718,Female,44.0,Single,Hawaii,Silver,Employees,PayPal,1.0,1719.4
06/22/19,2019,06,151719,Male,24.0,Single,California,Missing,self-employed,PayPal,0.0,2774.37
06/23/19,2019,06,151720,Male,43.0,Married,Massachusetts,Basic,Employees,Card,1.0,890.6
06/24/19,2019,06,151722,Male,46.0,Married,Wisconsin,Silver,workers,PayPal,0.0,1964.04
06/24/19,2019,06,151723,Female,29.0,Married,Nevada,Basic,workers,Card,1.0,2612.34
06/24/19,2019,06,151725,Female,72.0,Married,Colorado,Silver,Employees,PayPal,1.0,380.86
06/24/19,2019,06,151726,Female,24.0,Single,Minnesota,Basic,self-employed,Other,0.0,939.5
06/24/19,2019,06,151727,Male,72.0,Single,Nevada,Basic,self-employed,PayPal,1.0,545.2
06/25/19,2019,06,151729,Male,69.0,Single,Arizona,Basic,workers,Other,1.0,2030.73
06/26/19,2019,06,151731,Female,44.0,Single,Florida,Silver,Employees,Card,0.0,2485.69
06/26/19,2019,06,151732,Female,59.0,Single,Montana,Basic,Employees,PayPal,1.0,317.1
06/27/19,2019,06,151733,Female,66.0,Married,New Jersey,Platinum,workers,Card,0.0,429.48
06/27/19,2019,06,151734,Male,72.0,Single,Utah,Basic,workers,PayPal,1.0,2729.61
06/27/19,2019,06,151736,Male,47.0,Single,New York,Basic,Employees,PayPal,1.0,2060.59
06/28/19,2019,06,151737,Male,33.0,Married,Wyoming,Basic,workers,Other,1.0,675.92
06/28/19,2019,06,151738,Female,69.0,Single,Oregon,Gold,workers,Other,1.0,837.71
06/29/19,2019,06,151741,Female,17.0,Married,Maryland,Basic,Employees,Card,1.0,660.88
06/30/19,2019,06,151742,Female,39.0,Single,California,Silver,Employees,Card,0.0,328.67
06/30/19,2019,06,151743,Male,52.0,Married,Arkansas,Basic,workers,Card,1.0,692.8
06/30/19,2019,06,151744,Male,51.0,Married,Oklahoma,Basic,Unemployment,Other,0.0,430.27
06/30/19,2019,06,151746,Male,48.0,Married,Kansas,Basic,workers,Card,1.0,1062.23
07/01/19,2019,07,151747,Male,71.0,Married,North Carolina,Basic,Employees,Card,1.0,2886.21
07/01/19,2019,07,151748,Female,52.0,Married,Washington,Missing,workers,PayPal,1.0,1799.67
07/01/19,2019,07,151750,Female,17.0,Married,Vermont,Basic,workers,Card,1.0,246.28
07/02/19,2019,07,151751,Female,42.0,Single,Delaware,Basic,Unemployment,Card,0.0,977.8
07/03/19,2019,07,151752,Male,43.0,Single,Virginia,Basic,self-employed,PayPal,0.0,1070.56
07/03/19,2019,07,151753,Male,49.0,Married,Missouri,Missing,Unemployment,PayPal,1.0,1414.92
07/04/19,2019,07,151754,Male,50.0,Married,Louisiana,Basic,workers,PayPal,1.0,834.24
07/04/19,2019,07,151756,Male,46.0,Single,South Carolina,Gold,workers,PayPal,0.0,2.16
07/05/19,2019,07,151758,Female,41.0,Single,Texas,Basic,Employees,Card,1.0,1608.42
07/05/19,2019,07,151759,Male,36.0,Single,West Virginia,Silver,Employees,Card,0.0,1642.21
07/05/19,2019,07,151760,Female,61.0,Married,Kansas,Basic,self-employed,Other,1.0,1699.31
07/05/19,2019,07,151761,Male,47.0,Single,Vermont,Gold,self-employed,PayPal,0.0,2923.63
07/06/19,2019,07,151762,Female,37.0,Married,Maryland,Basic,workers,Card,0.0,614.83
07/06/19,2019,07,151763,Male,64.0,Married,Washington,Silver,Employees,Other,1.0,2757.65
07/06/19,2019,07,151764,Male,38.0,Married,Delaware,Basic,workers,Card,0.0,926.55
07/07/19,2019,07,151766,Female,20.0,Single,Oregon,Missing,Employees,PayPal,1.0,1535.36
07/08/19,2019,07,151768,Male,49.0,Single,Indiana,Silver,workers,PayPal,1.0,789.08
07/09/19,2019,07,151769,Female,47.0,Married,Alaska,Basic,workers,Card,1.0,1988.38
07/10/19,2019,07,151772,Male,50.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1775.72
07/11/19,2019,07,151773,Male,43.0,Single,Maryland,Platinum,self-employed,PayPal,1.0,1720.85
07/12/19,2019,07,151774,Male,66.0,Single,Montana,Basic,Employees,Card,1.0,2549.44
07/12/19,2019,07,151775,Male,19.0,Married,Wisconsin,Basic,workers,Other,0.0,2909.2
07/13/19,2019,07,151777,Male,51.0,Single,North Carolina,Missing,Employees,PayPal,1.0,2997.15
07/13/19,2019,07,151778,Male,24.0,Single,Washington,Platinum,workers,PayPal,0.0,2042.64
07/14/19,2019,07,151779,Male,32.0,Single,Massachusetts,Gold,workers,PayPal,1.0,2453.04
07/15/19,2019,07,151781,Male,46.0,Married,Nevada,Basic,self-employed,Other,1.0,681.71
07/16/19,2019,07,151782,Female,60.0,Married,Hawaii,Basic,Employees,Card,0.0,1601.24
07/16/19,2019,07,151783,Female,43.0,Single,Hawaii,Gold,self-employed,Card,0.0,1450.98
07/17/19,2019,07,151785,Female,62.0,Married,Wisconsin,Basic,Employees,Card,1.0,84.67
07/17/19,2019,07,151786,Male,39.0,Married,Colorado,Basic,Employees,PayPal,1.0,2917.66
07/17/19,2019,07,151787,Female,73.0,Single,Oregon,Basic,Employees,Card,0.0,2041.54
07/17/19,2019,07,151788,Male,38.0,Married,Arizona,Basic,workers,PayPal,1.0,1710.21
07/17/19,2019,07,151789,Male,71.0,Married,Louisiana,Silver,Employees,Card,1.0,2548.2
07/17/19,2019,07,151790,Male,54.0,Married,Nevada,Basic,self-employed,PayPal,0.0,1115.13
07/17/19,2019,07,151792,Female,42.0,Married,Michigan,Basic,Employees,Card,1.0,2775.69
07/18/19,2019,07,151794,Female,25.0,Single,Georgia,Basic,self-employed,Card,1.0,1381.78
07/18/19,2019,07,151796,Male,34.0,Single,Oregon,Basic,workers,Other,0.0,581.83
07/19/19,2019,07,151797,Male,71.0,Single,Kentucky,Basic,workers,PayPal,0.0,2037.59
07/19/19,2019,07,151798,Female,75.0,Single,Colorado,Basic,self-employed,Card,1.0,836.55
07/19/19,2019,07,151801,Female,56.0,Single,Nebraska,Silver,workers,PayPal,1.0,1234.26
07/20/19,2019,07,151802,Male,32.0,Single,Florida,Gold,Employees,PayPal,0.0,1504.25
07/20/19,2019,07,151803,Male,24.0,Married,New Hampshire,Platinum,workers,Card,0.0,897.1
07/21/19,2019,07,151804,Female,46.0,Married,Oregon,Platinum,Employees,Card,1.0,1746.47
07/21/19,2019,07,151805,Male,43.0,Married,Alabama,Silver,Employees,PayPal,1.0,87.88
07/21/19,2019,07,151806,Male,18.0,Single,Illinois,Platinum,Employees,Other,0.0,1650.69
07/21/19,2019,07,151807,Male,21.0,Married,Georgia,Basic,workers,PayPal,1.0,2611.18
07/21/19,2019,07,151808,Male,64.0,Married,Arkansas,Silver,workers,Card,1.0,1760.23
07/22/19,2019,07,151809,Male,54.0,Single,Arizona,Platinum,self-employed,Other,0.0,1860.03
07/22/19,2019,07,151810,Female,15.0,Single,Montana,Platinum,Unemployment,Card,0.0,2754.9
07/23/19,2019,07,151811,Female,24.0,Married,Alabama,Basic,workers,PayPal,0.0,270.93
07/23/19,2019,07,151813,Female,67.0,Single,Utah,Basic,self-employed,Card,0.0,1364.98
07/23/19,2019,07,151815,Female,68.0,Single,Michigan,Basic,workers,PayPal,1.0,104.54
07/23/19,2019,07,151816,Female,43.0,Married,South Dakota,Basic,self-employed,Other,1.0,2527.24
07/24/19,2019,07,151817,Male,64.0,Married,Idaho,Silver,workers,PayPal,1.0,1935.35
07/25/19,2019,07,151818,Female,46.0,Single,Missouri,Basic,Unemployment,Card,0.0,129.95
07/25/19,2019,07,151820,Female,41.0,Single,Hawaii,Basic,self-employed,PayPal,1.0,2623.07
07/25/19,2019,07,151821,Female,77.0,Single,Utah,Gold,workers,Other,1.0,1902.46
07/25/19,2019,07,151822,Female,38.0,Single,New Hampshire,Gold,self-employed,PayPal,1.0,1873.51
07/26/19,2019,07,151823,Female,50.0,Married,Vermont,Gold,workers,Other,1.0,1349.31
07/26/19,2019,07,151824,Female,46.0,Married,Ohio,Platinum,workers,Card,1.0,2081.86
07/27/19,2019,07,151825,Male,64.0,Married,Louisiana,Platinum,workers,Card,0.0,841.44
07/28/19,2019,07,151828,Male,69.0,Married,Oregon,Basic,Employees,Other,1.0,306.16
07/28/19,2019,07,151829,Male,59.0,Married,Maryland,Basic,self-employed,PayPal,0.0,533.64
07/29/19,2019,07,151831,Female,40.0,Married,Florida,Platinum,workers,PayPal,1.0,696.84
07/29/19,2019,07,151832,Female,75.0,Single,Michigan,Basic,workers,PayPal,0.0,169.82
07/29/19,2019,07,151835,Male,45.0,Married,Tennessee,Missing,Employees,PayPal,1.0,117.56
07/29/19,2019,07,151836,Male,36.0,Married,Washington,Silver,workers,Card,1.0,2055.39
07/30/19,2019,07,151837,Female,40.0,Single,Illinois,Basic,Unemployment,PayPal,1.0,1160.65
07/30/19,2019,07,151838,Female,68.0,Married,Arkansas,Silver,workers,PayPal,1.0,1044.78
07/30/19,2019,07,151839,Female,55.0,Single,Connecticut,Gold,workers,Other,1.0,2776.96
07/31/19,2019,07,151840,Male,32.0,Single,Arizona,Silver,Unemployment,PayPal,0.0,762.74
07/31/19,2019,07,151841,Female,72.0,Single,New Mexico,Basic,self-employed,PayPal,1.0,1717.11
08/01/19,2019,08,151842,Female,62.0,Single,Minnesota,Platinum,Unemployment,Other,1.0,1650.65
08/01/19,2019,08,151843,Female,55.0,Married,Pennsylvania,Basic,Unemployment,Other,1.0,2917.55
08/02/19,2019,08,151844,Female,18.0,Single,Michigan,Missing,self-employed,PayPal,0.0,1689.33
08/02/19,2019,08,151846,Female,53.0,Married,Oklahoma,Silver,Employees,PayPal,0.0,279.19
08/03/19,2019,08,151847,Male,61.0,Single,Hawaii,Basic,workers,Other,1.0,2863.09
08/05/19,2019,08,151849,Male,24.0,Married,Rhode Island,Basic,workers,Card,1.0,1157.79
08/05/19,2019,08,151851,Male,24.0,Married,North Dakota,Silver,Employees,PayPal,0.0,1802.33
08/05/19,2019,08,151852,Female,35.0,Married,Connecticut,Gold,Employees,PayPal,0.0,702.87
08/05/19,2019,08,151853,Female,65.0,Married,Arizona,Platinum,workers,PayPal,0.0,1534.1
08/05/19,2019,08,151854,Male,35.0,Single,Indiana,Missing,Unemployment,PayPal,1.0,1357.68
08/06/19,2019,08,151855,Female,22.0,Married,Michigan,Gold,Employees,PayPal,0.0,2960.52
08/06/19,2019,08,151856,Female,15.0,Married,Florida,Basic,Employees,Other,1.0,756.95
08/06/19,2019,08,151857,Female,65.0,Married,West Virginia,Basic,workers,PayPal,1.0,264.74
08/07/19,2019,08,151859,Female,63.0,Married,Massachusetts,Gold,self-employed,PayPal,1.0,2487.49
08/08/19,2019,08,151860,Male,47.0,Single,Arizona,Basic,Employees,Card,1.0,677.54
08/08/19,2019,08,151861,Female,38.0,Married,South Dakota,Platinum,Employees,PayPal,1.0,501.86
08/08/19,2019,08,151863,Male,16.0,Single,New York,Silver,Employees,PayPal,1.0,1297.29
08/08/19,2019,08,151864,Male,57.0,Single,Massachusetts,Basic,Employees,PayPal,0.0,697.55
08/08/19,2019,08,151865,Male,55.0,Married,New Mexico,Basic,workers,Other,1.0,1121.06
08/08/19,2019,08,151866,Female,55.0,Single,North Carolina,Missing,workers,Other,1.0,391.88
08/09/19,2019,08,151867,Female,28.0,Single,Utah,Platinum,Unemployment,PayPal,1.0,945.26
08/10/19,2019,08,151868,Female,37.0,Married,Montana,Basic,Employees,Other,1.0,397.91
08/10/19,2019,08,151869,Male,35.0,Married,Texas,Basic,Unemployment,Card,0.0,2917.04
08/10/19,2019,08,151871,Female,63.0,Married,South Dakota,Gold,workers,Other,1.0,675.06
08/11/19,2019,08,151872,Male,78.0,Married,New Mexico,Basic,Employees,Card,0.0,1020.2
08/12/19,2019,08,151873,Male,56.0,Single,Nebraska,Basic,self-employed,Other,1.0,158.6
08/12/19,2019,08,151874,Female,53.0,Married,Washington,Platinum,workers,PayPal,1.0,218.06
08/12/19,2019,08,151875,Female,34.0,Married,Wisconsin,Basic,workers,Card,0.0,2814.33
08/13/19,2019,08,151877,Female,30.0,Single,Alaska,Basic,Employees,Card,0.0,1875.29
08/14/19,2019,08,151878,Female,31.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,875.04
08/14/19,2019,08,151879,Female,57.0,Married,West Virginia,Platinum,Employees,PayPal,0.0,148.88
08/14/19,2019,08,151882,Male,31.0,Single,Maine,Basic,self-employed,Other,0.0,216.26
08/14/19,2019,08,151883,Male,33.0,Single,Georgia,Platinum,Employees,PayPal,1.0,191.01
08/14/19,2019,08,151885,Female,50.0,Single,Wyoming,Gold,Employees,Card,1.0,159.32
08/15/19,2019,08,151886,Male,26.0,Single,Montana,Gold,workers,PayPal,0.0,1150.77
08/15/19,2019,08,151887,Male,31.0,Single,South Dakota,Platinum,workers,PayPal,1.0,1124.26
08/15/19,2019,08,151889,Male,67.0,Single,Mississippi,Basic,workers,Other,1.0,947.92
08/15/19,2019,08,151890,Male,34.0,Married,South Dakota,Missing,self-employed,Other,1.0,182.09
08/16/19,2019,08,151891,Female,56.0,Married,Idaho,Basic,Employees,Other,0.0,408.06
