"","Transaction_date","Transaction_ID","Gender","Age","Marital_status","State_names","Segment","Employees_status","Payment_method","Referal","Amount_spent"
"435",2019-06-27,151734,"Male",72,"Single","Utah","Basic","workers","PayPal","Reffered",2729.61
"436",2019-06-27,151736,"Male",47,"Single","New York","Basic","Employees","PayPal","Reffered",2060.59
"437",2019-06-28,151737,"Male",33,"Married","Wyoming","Basic","workers","Other","Reffered",675.92
"438",2019-06-28,151738,"Female",69,"Single","Oregon","Gold","workers","Other","Reffered",837.71
"439",2019-06-29,151741,"Female",17,"Married","Maryland","Basic","Employees","Card","Reffered",660.88
"440",2019-06-30,151742,"Female",39,"Single","California","Silver","Employees","Card","Not Referred",328.67
"441",2019-06-30,151743,"Male",52,"Married","Arkansas","Basic","workers","Card","Reffered",692.8
"442",2019-06-30,151744,"Male",51,"Married","Oklahoma","Basic","Unemployment","Other","Not Referred",430.27
"443",2019-06-30,151746,"Male",48,"Married","Kansas","Basic","workers","Card","Reffered",1062.23
"444",2019-07-01,151747,"Male",71,"Married","North Carolina","Basic","Employees","Card","Reffered",2886.21
"445",2019-07-01,151748,"Female",52,"Married","Washington","Missing","workers","PayPal","Reffered",1799.67
"446",2019-07-01,151750,"Female",17,"Married","Vermont","Basic","workers","Card","Reffered",246.28
"447",2019-07-02,151751,"Female",42,"Single","Delaware","Basic","Unemployment","Card","Not Referred",977.8
"448",2019-07-03,151752,"Male",43,"Single","Virginia","Basic","self-employed","PayPal","Not Referred",1070.56
"449",2019-07-03,151753,"Male",49,"Married","Missouri","Missing","Unemployment","PayPal","Reffered",1414.92
"450",2019-07-04,151754,"Male",50,"Married","Louisiana","Basic","workers","PayPal","Reffered",834.24
"451",2019-07-04,151756,"Male",46,"Single","South Carolina","Gold","workers","PayPal","Not Referred",2.16
"452",2019-07-05,151758,"Female",41,"Single","Texas","Basic","Employees","Card","Reffered",1608.42
"453",2019-07-05,151759,"Male",36,"Single","West Virginia","Silver","Employees","Card","Not Referred",1642.21
"454",2019-07-05,151760,"Female",61,"Married","Kansas","Basic","self-employed","Other","Reffered",1699.31
"455",2019-07-05,151761,"Male",47,"Single","Vermont","Gold","self-employed","PayPal","Not Referred",2923.63
"456",2019-07-06,151762,"Female",37,"Married","Maryland","Basic","workers","Card","Not Referred",614.83
"457",2019-07-06,151763,"Male",64,"Married","Washington","Silver","Employees","Other","Reffered",2757.65
"458",2019-07-06,151764,"Male",38,"Married","Delaware","Basic","workers","Card","Not Referred",926.55
"459",2019-07-07,151766,"Female",20,"Single","Oregon","Missing","Employees","PayPal","Reffered",1535.36
"460",2019-07-08,151768,"Male",49,"Single","Indiana","Silver","workers","PayPal","Reffered",789.08
"461",2019-07-09,151769,"Female",47,"Married","Alaska","Basic","workers","Card","Reffered",1988.38
"462",2019-07-10,151772,"Male",50,"Married","New Hampshire","Basic","Employees","PayPal","Reffered",1775.72
"463",2019-07-11,151773,"Male",43,"Single","Maryland","Platinum","self-employed","PayPal","Reffered",1720.85
"464",2019-07-12,151774,"Male",66,"Single","Montana","Basic","Employees","Card","Reffered",2549.44
"465",2019-07-12,151775,"Male",19,"Married","Wisconsin","Basic","workers","Other","Not Referred",2909.2
"466",2019-07-13,151777,"Male",51,"Single","North Carolina","Missing","Employees","PayPal","Reffered",2997.15
"467",2019-07-13,151778,"Male",24,"Single","Washington","Platinum","workers","PayPal","Not Referred",2042.64
"468",2019-07-14,151779,"Male",32,"Single","Massachusetts","Gold","workers","PayPal","Reffered",2453.04
"469",2019-07-15,151781,"Male",46,"Married","Nevada","Basic","self-employed","Other","Reffered",681.71
"470",2019-07-16,151782,"Female",60,"Married","Hawaii","Basic","Employees","Card","Not Referred",1601.24
"471",2019-07-16,151783,"Female",43,"Single","Hawaii","Gold","self-employed","Card","Not Referred",1450.98
"472",2019-07-17,151785,"Female",62,"Married","Wisconsin","Basic","Employees","Card","Reffered",84.67
"473",2019-07-17,151786,"Male",39,"Married","Colorado","Basic","Employees","PayPal","Reffered",2917.66
"474",2019-07-17,151787,"Female",73,"Single","Oregon","Basic","Employees","Card","Not Referred",2041.54
"475",2019-07-17,151788,"Male",38,"Married","Arizona","Basic","workers","PayPal","Reffered",1710.21
"476",2019-07-17,151789,"Male",71,"Married","Louisiana","Silver","Employees","Card","Reffered",2548.2
"477",2019-07-17,151790,"Male",54,"Married","Nevada","Basic","self-employed","PayPal","Not Referred",1115.13
"478",2019-07-17,151792,"Female",42,"Married","Michigan","Basic","Employees","Card","Reffered",2775.69
"479",2019-07-18,151794,"Female",25,"Single","Georgia","Basic","self-employed","Card","Reffered",1381.78
"480",2019-07-18,151796,"Male",34,"Single","Oregon","Basic","workers","Other","Not Referred",581.83
"481",2019-07-19,151797,"Male",71,"Single","Kentucky","Basic","workers","PayPal","Not Referred",2037.59
"482",2019-07-19,151798,"Female",75,"Single","Colorado","Basic","self-employed","Card","Reffered",836.55
"483",2019-07-19,151801,"Female",56,"Single","Nebraska","Silver","workers","PayPal","Reffered",1234.26
"484",2019-07-20,151802,"Male",32,"Single","Florida","Gold","Employees","PayPal","Not Referred",1504.25
"485",2019-07-20,151803,"Male",24,"Married","New Hampshire","Platinum","workers","Card","Not Referred",897.1
"486",2019-07-21,151804,"Female",46,"Married","Oregon","Platinum","Employees","Card","Reffered",1746.47
"487",2019-07-21,151805,"Male",43,"Married","Alabama","Silver","Employees","PayPal","Reffered",87.88
"488",2019-07-21,151806,"Male",18,"Single","Illinois","Platinum","Employees","Other","Not Referred",1650.69
"489",2019-07-21,151807,"Male",21,"Married","Georgia","Basic","workers","PayPal","Reffered",2611.18
"490",2019-07-21,151808,"Male",64,"Married","Arkansas","Silver","workers","Card","Reffered",1760.23
"491",2019-07-22,151809,"Male",54,"Single","Arizona","Platinum","self-employed","Other","Not Referred",1860.03
"492",2019-07-22,151810,"Female",15,"Single","Montana","Platinum","Unemployment","Card","Not Referred",2754.9
"493",2019-07-23,151811,"Female",24,"Married","Alabama","Basic","workers","PayPal","Not Referred",270.93
"494",2019-07-23,151813,"Female",67,"Single","Utah","Basic","self-employed","Card","Not Referred",1364.98
"495",2019-07-23,151815,"Female",68,"Single","Michigan","Basic","workers","PayPal","Reffered",104.54
"496",2019-07-23,151816,"Female",43,"Married","South Dakota","Basic","self-employed","Other","Reffered",2527.24
"497",2019-07-24,151817,"Male",64,"Married","Idaho","Silver","workers","PayPal","Reffered",1935.35
"498",2019-07-25,151818,"Female",46,"Single","Missouri","Basic","Unemployment","Card","Not Referred",129.95
"499",2019-07-25,151820,"Female",41,"Single","Hawaii","Basic","self-employed","PayPal","Reffered",2623.07
"500",2019-07-25,151821,"Female",77,"Single","Utah","Gold","workers","Other","Reffered",1902.46
"501",2019-07-25,151822,"Female",38,"Single","New Hampshire","Gold","self-employed","PayPal","Reffered",1873.51
"502",2019-07-26,151823,"Female",50,"Married","Vermont","Gold","workers","Other","Reffered",1349.31
"503",2019-07-26,151824,"Female",46,"Married","Ohio","Platinum","workers","Card","Reffered",2081.86
"504",2019-07-27,151825,"Male",64,"Married","Louisiana","Platinum","workers","Card","Not Referred",841.44
"505",2019-07-28,151828,"Male",69,"Married","Oregon","Basic","Employees","Other","Reffered",306.16
"506",2019-07-28,151829,"Male",59,"Married","Maryland","Basic","self-employed","PayPal","Not Referred",533.64
"507",2019-07-29,151831,"Female",40,"Married","Florida","Platinum","workers","PayPal","Reffered",696.84
"508",2019-07-29,151832,"Female",75,"Single","Michigan","Basic","workers","PayPal","Not Referred",169.82
"509",2019-07-29,151835,"Male",45,"Married","Tennessee","Missing","Employees","PayPal","Reffered",117.56
"510",2019-07-29,151836,"Male",36,"Married","Washington","Silver","workers","Card","Reffered",2055.39
"511",2019-07-30,151837,"Female",40,"Single","Illinois","Basic","Unemployment","PayPal","Reffered",1160.65
"512",2019-07-30,151838,"Female",68,"Married","Arkansas","Silver","workers","PayPal","Reffered",1044.78
"513",2019-07-30,151839,"Female",55,"Single","Connecticut","Gold","workers","Other","Reffered",2776.96
"514",2019-07-31,151840,"Male",32,"Single","Arizona","Silver","Unemployment","PayPal","Not Referred",762.74
"515",2019-07-31,151841,"Female",72,"Single","New Mexico","Basic","self-employed","PayPal","Reffered",1717.11
"516",2019-08-01,151842,"Female",62,"Single","Minnesota","Platinum","Unemployment","Other","Reffered",1650.65
"517",2019-08-01,151843,"Female",55,"Married","Pennsylvania","Basic","Unemployment","Other","Reffered",2917.55
"518",2019-08-02,151844,"Female",18,"Single","Michigan","Missing","self-employed","PayPal","Not Referred",1689.33
"519",2019-08-02,151846,"Female",53,"Married","Oklahoma","Silver","Employees","PayPal","Not Referred",279.19
"520",2019-08-03,151847,"Male",61,"Single","Hawaii","Basic","workers","Other","Reffered",2863.09
"521",2019-08-05,151849,"Male",24,"Married","Rhode Island","Basic","workers","Card","Reffered",1157.79
"522",2019-08-05,151851,"Male",24,"Married","North Dakota","Silver","Employees","PayPal","Not Referred",1802.33
"523",2019-08-05,151852,"Female",35,"Married","Connecticut","Gold","Employees","PayPal","Not Referred",702.87
"524",2019-08-05,151853,"Female",65,"Married","Arizona","Platinum","workers","PayPal","Not Referred",1534.1
"525",2019-08-05,151854,"Male",35,"Single","Indiana","Missing","Unemployment","PayPal","Reffered",1357.68
"526",2019-08-06,151855,"Female",22,"Married","Michigan","Gold","Employees","PayPal","Not Referred",2960.52
"527",2019-08-06,151856,"Female",15,"Married","Florida","Basic","Employees","Other","Reffered",756.95
"528",2019-08-06,151857,"Female",65,"Married","West Virginia","Basic","workers","PayPal","Reffered",264.74
"529",2019-08-07,151859,"Female",63,"Married","Massachusetts","Gold","self-employed","PayPal","Reffered",2487.49
"530",2019-08-08,151860,"Male",47,"Single","Arizona","Basic","Employees","Card","Reffered",677.54
"531",2019-08-08,151861,"Female",38,"Married","South Dakota","Platinum","Employees","PayPal","Reffered",501.86
"532",2019-08-08,151863,"Male",16,"Single","New York","Silver","Employees","PayPal","Reffered",1297.29
"533",2019-08-08,151864,"Male",57,"Single","Massachusetts","Basic","Employees","PayPal","Not Referred",697.55
"534",2019-08-08,151865,"Male",55,"Married","New Mexico","Basic","workers","Other","Reffered",1121.06
"535",2019-08-08,151866,"Female",55,"Single","North Carolina","Missing","workers","Other","Reffered",391.88
"536",2019-08-09,151867,"Female",28,"Single","Utah","Platinum","Unemployment","PayPal","Reffered",945.26
"537",2019-08-10,151868,"Female",37,"Married","Montana","Basic","Employees","Other","Reffered",397.91
"538",2019-08-10,151869,"Male",35,"Married","Texas","Basic","Unemployment","Card","Not Referred",2917.04
"539",2019-08-10,151871,"Female",63,"Married","South Dakota","Gold","workers","Other","Reffered",675.06
"540",2019-08-11,151872,"Male",78,"Married","New Mexico","Basic","Employees","Card","Not Referred",1020.2
"541",2019-08-12,151873,"Male",56,"Single","Nebraska","Basic","self-employed","Other","Reffered",158.6
"542",2019-08-12,151874,"Female",53,"Married","Washington","Platinum","workers","PayPal","Reffered",218.06
"543",2019-08-12,151875,"Female",34,"Married","Wisconsin","Basic","workers","Card","Not Referred",2814.33
"544",2019-08-13,151877,"Female",30,"Single","Alaska","Basic","Employees","Card","Not Referred",1875.29
"545",2019-08-14,151878,"Female",31,"Single","Kansas","Platinum","self-employed","PayPal","Not Referred",875.04
"546",2019-08-14,151879,"Female",57,"Married","West Virginia","Platinum","Employees","PayPal","Not Referred",148.88
"547",2019-08-14,151882,"Male",31,"Single","Maine","Basic","self-employed","Other","Not Referred",216.26
"548",2019-08-14,151883,"Male",33,"Single","Georgia","Platinum","Employees","PayPal","Reffered",191.01
"549",2019-08-14,151885,"Female",50,"Single","Wyoming","Gold","Employees","Card","Reffered",159.32
"550",2019-08-15,151886,"Male",26,"Single","Montana","Gold","workers","PayPal","Not Referred",1150.77
"551",2019-08-15,151887,"Male",31,"Single","South Dakota","Platinum","workers","PayPal","Reffered",1124.26
"552",2019-08-15,151889,"Male",67,"Single","Mississippi","Basic","workers","Other","Reffered",947.92
"553",2019-08-15,151890,"Male",34,"Married","South Dakota","Missing","self-employed","Other","Reffered",182.09
"554",2019-08-16,151891,"Female",56,"Married","Idaho","Basic","Employees","Other","Not Referred",408.06
"555",2019-08-16,151892,"Female",34,"Married","New Mexico","Platinum","self-employed","Card","Reffered",1589.97
"556",2019-08-16,151893,"Female",48,"Married","Missouri","Gold","workers","Card","Reffered",2971.3
"557",2019-08-17,151894,"Male",40,"Married","North Carolina","Silver","workers","Other","Reffered",1651.4
"558",2019-08-17,151896,"Female",75,"Married","Alaska","Gold","Employees","PayPal","Not Referred",2615.89
"559",2019-08-17,151897,"Female",57,"Married","Oregon","Silver","Employees","Card","Reffered",1872.97
"560",2019-08-18,151899,"Female",40,"Married","Massachusetts","Gold","Unemployment","PayPal","Reffered",2705.93
"561",2019-08-18,151900,"Male",43,"Married","Texas","Silver","Unemployment","Card","Reffered",604.11
"562",2019-08-19,151901,"Male",72,"Single","New York","Silver","Unemployment","Card","Not Referred",1488.16
"563",2019-08-20,151903,"Male",35,"Married","Rhode Island","Gold","Employees","Other","Reffered",2032.63
"564",2019-08-20,151904,"Female",37,"Married","Arkansas","Gold","Unemployment","PayPal","Reffered",887.97
"565",2019-08-21,151905,"Female",19,"Married","Oklahoma","Silver","Employees","PayPal","Reffered",725.91
"566",2019-08-22,151907,"Male",43,"Married","Virginia","Silver","self-employed","Card","Reffered",42.98
"567",2019-08-23,151908,"Female",19,"Married","Nevada","Gold","Employees","Other","Reffered",1895.93
"568",2019-08-23,151910,"Female",31,"Single","Illinois","Silver","workers","PayPal","Reffered",1322.08
"569",2019-08-23,151911,"Female",40,"Single","Washington","Silver","workers","PayPal","Reffered",182.35
"570",2019-08-24,151912,"Female",37,"Married","New Mexico","Basic","Unemployment","Other","Reffered",287.77
"571",2019-08-24,151913,"Female",73,"Married","Iowa","Basic","workers","PayPal","Reffered",1106.89
"572",2019-08-24,151914,"Female",29,"Married","Maine","Basic","self-employed","Card","Not Referred",1295.42
"573",2019-08-25,151915,"Male",42,"Single","West Virginia","Gold","self-employed","Card","Not Referred",608.33
"574",2019-08-25,151916,"Female",53,"Married","Oregon","Basic","workers","PayPal","Reffered",639.25
"575",2019-08-25,151917,"Female",15,"Single","New Jersey","Silver","self-employed","PayPal","Reffered",1417.01
"576",2019-08-25,151918,"Female",58,"Married","Maine","Basic","self-employed","Other","Reffered",2536.59
"577",2019-08-25,151919,"Female",74,"Married","Georgia","Basic","workers","PayPal","Reffered",861.93
"578",2019-08-26,151922,"Female",45,"Single","Ohio","Basic","Employees","Other","Not Referred",1954.97
"579",2019-08-27,151924,"Male",63,"Married","Minnesota","Silver","Employees","Card","Reffered",1142.52
"580",2019-08-27,151925,"Male",56,"Single","Georgia","Basic","workers","PayPal","Reffered",1567.64
"581",2019-08-28,151926,"Female",62,"Married","Kentucky","Platinum","self-employed","PayPal","Reffered",1326.95
"582",2019-08-28,151928,"Male",35,"Married","Nevada","Gold","self-employed","PayPal","Not Referred",1935
"583",2019-08-29,151929,"Male",25,"Married","Idaho","Silver","self-employed","Other","Reffered",2568.34
"584",2019-08-30,151930,"Male",25,"Single","Colorado","Platinum","workers","PayPal","Reffered",1198.81
"585",2019-08-30,151931,"Male",44,"Single","Illinois","Basic","Employees","Card","Reffered",2996.82
"586",2019-08-30,151932,"Female",22,"Married","California","Basic","workers","PayPal","Reffered",1510.28
"587",2019-08-30,151933,"Male",49,"Single","Connecticut","Silver","self-employed","PayPal","Not Referred",896.07
"588",2019-08-30,151934,"Male",54,"Single","Minnesota","Basic","self-employed","PayPal","Not Referred",227.66
"589",2019-09-01,151936,"Male",54,"Single","Kentucky","Basic","workers","PayPal","Reffered",2654.79
"590",2019-09-01,151937,"Female",39,"Single","New York","Missing","workers","PayPal","Reffered",1426.26
"591",2019-09-01,151939,"Female",56,"Single","New Hampshire","Basic","Employees","Card","Reffered",1049.31
"592",2019-09-02,151941,"Male",63,"Married","Louisiana","Basic","self-employed","PayPal","Not Referred",383.85
"593",2019-09-02,151942,"Female",72,"Single","Arizona","Missing","workers","Card","Reffered",540.38
"594",2019-09-03,151944,"Female",78,"Married","New Hampshire","Basic","self-employed","PayPal","Reffered",2966.31
"595",2019-09-04,151946,"Female",40,"Married","Louisiana","Basic","workers","Other","Reffered",326.44
"596",2019-09-05,151948,"Male",24,"Married","Arizona","Platinum","workers","PayPal","Reffered",1486.56
"597",2019-09-05,151949,"Male",78,"Married","California","Basic","workers","PayPal","Reffered",1106.53
"598",2019-09-06,151950,"Male",36,"Married","West Virginia","Basic","Employees","PayPal","Not Referred",2540.97
"599",2019-09-06,151951,"Female",66,"Married","South Carolina","Silver","Employees","Other","Reffered",696.5
"600",2019-09-07,151952,"Male",59,"Married","New Mexico","Basic","Employees","Other","Reffered",1062.47
"601",2019-09-08,151953,"Female",44,"Single","Wyoming","Basic","self-employed","PayPal","Not Referred",2960.98
"602",2019-09-08,151954,"Male",66,"Single","Nebraska","Basic","workers","PayPal","Reffered",81.37
"603",2019-09-08,151955,"Male",18,"Married","Vermont","Gold","workers","PayPal","Not Referred",1521.84
"604",2019-09-08,151956,"Male",53,"Married","Indiana","Basic","self-employed","Other","Reffered",2070.51
"605",2019-09-10,151959,"Male",62,"Married","New York","Missing","workers","PayPal","Reffered",1804.6
"606",2019-09-12,151961,"Male",18,"Married","Ohio","Basic","Employees","PayPal","Not Referred",1733.78
"607",2019-09-12,151963,"Female",59,"Married","California","Missing","workers","Card","Not Referred",880.28
"608",2019-09-13,151964,"Male",36,"Married","Colorado","Silver","Employees","PayPal","Reffered",1276.2
"609",2019-09-13,151966,"Male",50,"Married","Arkansas","Silver","Employees","PayPal","Reffered",393.8
"610",2019-09-14,151967,"Female",24,"Single","North Dakota","Basic","workers","PayPal","Reffered",2902.97
"611",2019-09-14,151968,"Female",71,"Married","Idaho","Basic","workers","Card","Reffered",1657.33
"612",2019-09-14,151970,"Female",46,"Single","Maine","Basic","Employees","Card","Reffered",1031.63
"613",2019-09-15,151971,"Female",55,"Single","Missouri","Platinum","workers","PayPal","Reffered",779.96
"614",2019-09-15,151972,"Male",52,"Single","Colorado","Basic","Employees","Other","Reffered",1868.24
"615",2019-09-15,151973,"Female",29,"Married","Rhode Island","Missing","self-employed","PayPal","Reffered",2513.36
"616",2019-09-16,151974,"Male",32,"Single","Arkansas","Basic","Employees","PayPal","Reffered",2733
"617",2019-09-16,151975,"Male",66,"Single","Indiana","Basic","workers","PayPal","Reffered",435.3
"618",2019-09-17,151977,"Female",17,"Married","West Virginia","Basic","self-employed","PayPal","Reffered",1746.63
"619",2019-09-18,151978,"Male",37,"Single","Wyoming","Silver","self-employed","PayPal","Not Referred",1833.14
"620",2019-09-19,151980,"Male",48,"Married","Connecticut","Basic","workers","PayPal","Reffered",1068.9
"621",2019-09-19,151981,"Female",56,"Single","Maine","Gold","Employees","PayPal","Reffered",2687.66
"622",2019-09-19,151982,"Female",61,"Married","Missouri","Basic","workers","PayPal","Reffered",623.55
"623",2019-09-20,151983,"Female",28,"Married","Virginia","Platinum","self-employed","PayPal","Reffered",498.27
"624",2019-09-20,151985,"Female",76,"Married","Michigan","Gold","Employees","Card","Reffered",539.1
"625",2019-09-20,151986,"Female",75,"Married","Tennessee","Missing","self-employed","Other","Not Referred",333.9
"626",2019-09-21,151987,"Female",74,"Married","Massachusetts","Basic","Employees","Other","Reffered",68.46
"627",2019-09-22,151988,"Male",69,"Single","Georgia","Missing","Employees","PayPal","Reffered",294.04
"628",2019-09-22,151989,"Male",52,"Married","Indiana","Silver","Employees","PayPal","Not Referred",675.01
"629",2019-09-23,151990,"Female",33,"Single","Wisconsin","Platinum","self-employed","PayPal","Reffered",1809.6
"630",2019-09-23,151991,"Female",33,"Married","Wisconsin","Gold","workers","Card","Not Referred",1085.15
"631",2019-09-23,151992,"Female",35,"Married","California","Basic","Unemployment","Card","Not Referred",564.27
"632",2019-09-23,151993,"Female",60,"Married","California","Silver","Employees","Card","Reffered",2407.99
"633",2019-09-24,151996,"Male",20,"Single","Virginia","Basic","Employees","PayPal","Reffered",234.15
"634",2019-09-24,151997,"Female",69,"Single","Arizona","Basic","workers","PayPal","Reffered",195.25
"635",2019-09-25,151998,"Female",30,"Married","Michigan","Basic","self-employed","Other","Reffered",490.23
"636",2019-09-25,151999,"Female",34,"Single","Arkansas","Platinum","self-employed","Card","Reffered",636.89
"637",2019-09-25,152000,"Male",40,"Married","Hawaii","Silver","Employees","PayPal","Reffered",1931.67
"638",2019-09-25,152001,"Male",37,"Married","Tennessee","Silver","Employees","Card","Not Referred",1948.66
"639",2019-09-25,152002,"Female",22,"Single","South Dakota","Gold","Employees","Card","Not Referred",2007.54
"640",2019-09-25,152003,"Female",26,"Married","West Virginia","Missing","self-employed","Card","Reffered",2020.07
"641",2019-09-25,152004,"Female",43,"Single","Idaho","Gold","Employees","PayPal","Reffered",1227.65
"642",2019-09-26,152005,"Female",39,"Married","Massachusetts","Silver","workers","PayPal","Not Referred",2010.7
"643",2019-09-27,152006,"Female",46,"Single","Washington","Gold","Employees","Card","Reffered",553.18
"644",2019-09-27,152007,"Male",31,"Single","Oregon","Silver","self-employed","Card","Reffered",2584.24
"645",2019-09-28,152008,"Male",70,"Single","Kentucky","Silver","self-employed","Card","Reffered",1503.63
"646",2019-09-28,152009,"Female",72,"Single","New Mexico","Basic","workers","PayPal","Reffered",361.19
"647",2019-09-28,152010,"Female",67,"Married","Tennessee","Silver","workers","Card","Not Referred",2918.71
"648",2019-09-29,152011,"Male",78,"Single","Idaho","Platinum","workers","PayPal","Reffered",1421.55
"649",2019-09-30,152013,"Female",30,"Married","Mississippi","Basic","Employees","PayPal","Reffered",532.29
"650",2019-09-30,152016,"Female",26,"Single","Arizona","Basic","workers","PayPal","Reffered",1799.49
"651",2019-10-01,152017,"Female",59,"Single","Virginia","Platinum","workers","Other","Reffered",235.99
"652",2019-10-01,152018,"Female",28,"Married","California","Gold","workers","Card","Reffered",1887.3
"653",2019-10-01,152019,"Male",53,"Single","Alabama","Basic","Employees","PayPal","Reffered",114.85
"654",2019-10-01,152020,"Female",47,"Married","Texas","Basic","Employees","PayPal","Reffered",1679.77
"655",2019-10-01,152021,"Female",41,"Married","South Carolina","Basic","workers","Card","Not Referred",486.79
"656",2019-10-01,152022,"Male",73,"Married","Tennessee","Basic","workers","Other","Reffered",663.83
"657",2019-10-01,152023,"Male",48,"Single","West Virginia","Platinum","Employees","Other","Reffered",44.75
"658",2019-10-01,152024,"Female",71,"Single","Connecticut","Basic","Employees","Other","Reffered",2640.15
"659",2019-10-02,152026,"Male",69,"Married","Maryland","Basic","Employees","PayPal","Not Referred",1121.33
"660",2019-10-02,152027,"Female",20,"Single","Colorado","Basic","Employees","PayPal","Reffered",910.33
"661",2019-10-02,152028,"Male",41,"Married","Arkansas","Missing","Employees","PayPal","Reffered",56.13
"662",2019-10-02,152029,"Male",55,"Married","North Carolina","Silver","Employees","Card","Reffered",1828.98
"663",2019-10-03,152030,"Female",37,"Married","New Mexico","Basic","workers","Card","Not Referred",1122.19
"664",2019-10-03,152031,"Female",34,"Single","Arkansas","Gold","self-employed","PayPal","Reffered",72.69
"665",2019-10-04,152032,"Female",28,"Single","Nevada","Basic","Employees","Card","Reffered",1286.07
"666",2019-10-05,152033,"Female",63,"Married","New Mexico","Gold","Employees","Card","Reffered",1913.23
"667",2019-10-05,152034,"Female",30,"Single","New Jersey","Basic","workers","Other","Not Referred",1513.31
"668",2019-10-05,152035,"Female",24,"Married","Nebraska","Basic","workers","Card","Reffered",1083.55
"669",2019-10-06,152036,"Male",62,"Married","North Dakota","Basic","workers","PayPal","Not Referred",1724.57
"670",2019-10-07,152038,"Female",51,"Single","North Carolina","Platinum","Employees","Card","Reffered",2567.73
"671",2019-10-08,152039,"Male",55,"Single","North Dakota","Silver","Employees","Card","Reffered",719.14
"672",2019-10-08,152040,"Male",63,"Married","Maine","Basic","workers","PayPal","Not Referred",1908.42
"673",2019-10-08,152041,"Female",19,"Single","Washington","Basic","workers","Card","Reffered",1283.18
"674",2019-10-08,152043,"Male",55,"Married","Ohio","Basic","self-employed","Other","Reffered",2864.12
"675",2019-10-09,152044,"Female",47,"Single","Alaska","Basic","Employees","PayPal","Reffered",1094.78
"676",2019-10-09,152046,"Female",54,"Married","Delaware","Basic","Employees","Other","Reffered",2557.92
"677",2019-10-10,152047,"Male",63,"Married","Alabama","Basic","self-employed","PayPal","Reffered",2876.36
"678",2019-10-10,152048,"Male",26,"Single","Maryland","Silver","Unemployment","PayPal","Reffered",5.55
"679",2019-10-10,152051,"Male",36,"Married","Mississippi","Basic","self-employed","Other","Reffered",1824.67
"680",2019-10-11,152052,"Female",78,"Married","California","Gold","workers","PayPal","Reffered",1493.76
"681",2019-10-11,152053,"Female",41,"Married","Oklahoma","Basic","workers","PayPal","Not Referred",568.27
"682",2019-10-11,152054,"Female",49,"Married","Vermont","Basic","Employees","PayPal","Reffered",2904.15
"683",2019-10-12,152055,"Female",21,"Single","Georgia","Basic","Employees","Card","Reffered",34.43
"684",2019-10-12,152056,"Male",75,"Single","North Dakota","Platinum","workers","Card","Reffered",2068.44
"685",2019-10-12,152057,"Female",32,"Single","Wisconsin","Gold","self-employed","Card","Reffered",2609.7
"686",2019-10-12,152058,"Female",70,"Single","California","Missing","self-employed","Other","Reffered",534.76
"687",2019-10-12,152059,"Female",75,"Married","Nebraska","Missing","self-employed","Other","Not Referred",2645.93
"688",2019-10-12,152060,"Female",64,"Married","Arizona","Basic","workers","PayPal","Reffered",74.93
"689",2019-10-12,152061,"Female",49,"Married","Rhode Island","Silver","Employees","Other","Not Referred",2624
"690",2019-10-13,152062,"Male",56,"Married","Michigan","Silver","Employees","Card","Not Referred",2086
"691",2019-10-13,152063,"Female",72,"Single","North Dakota","Basic","workers","Card","Reffered",1357.6
"692",2019-10-14,152065,"Female",40,"Single","Arizona","Gold","self-employed","Other","Reffered",2513.75
"693",2019-10-14,152066,"Male",26,"Married","Florida","Missing","workers","PayPal","Not Referred",2705.36
"694",2019-10-14,152067,"Male",42,"Single","Alabama","Basic","Employees","Other","Not Referred",1691.62
"695",2019-10-15,152068,"Male",65,"Single","West Virginia","Missing","workers","Card","Not Referred",1840.03
"696",2019-10-15,152069,"Female",46,"Single","Michigan","Platinum","Unemployment","Card","Not Referred",2051.18
"697",2019-10-15,152070,"Male",51,"Married","Alabama","Platinum","self-employed","Other","Reffered",1367.77
"698",2019-10-16,152071,"Male",71,"Single","Alaska","Basic","Employees","Other","Not Referred",768.38
"699",2019-10-16,152074,"Female",59,"Married","Delaware","Basic","workers","Other","Not Referred",2466.37
"700",2019-10-16,152075,"Female",27,"Single","Delaware","Basic","Employees","PayPal","Reffered",936.39
"701",2019-10-16,152076,"Male",36,"Single","Kansas","Basic","Unemployment","Card","Not Referred",2744.96
"702",2019-10-16,152077,"Female",44,"Single","Rhode Island","Platinum","Employees","Card","Reffered",1595.06
"703",2019-10-16,152078,"Female",24,"Married","Wyoming","Basic","Unemployment","PayPal","Reffered",566.58
"704",2019-10-17,152080,"Male",75,"Married","Louisiana","Platinum","workers","Other","Reffered",429.08
"705",2019-10-18,152081,"Male",40,"Single","Mississippi","Basic","Unemployment","Other","Not Referred",1462.02
"706",2019-10-18,152082,"Male",42,"Married","Maine","Basic","Employees","Card","Reffered",39.84
"707",2019-10-18,152083,"Female",64,"Single","Minnesota","Silver","workers","Other","Reffered",1734.67
"708",2019-10-18,152084,"Male",26,"Single","Massachusetts","Gold","self-employed","Card","Reffered",297.61
"709",2019-10-18,152085,"Male",21,"Single","Wyoming","Basic","workers","Other","Reffered",492.74
"710",2019-10-19,152086,"Male",63,"Single","Delaware","Silver","workers","PayPal","Reffered",872.01
"711",2019-10-19,152087,"Male",21,"Married","Wisconsin","Platinum","self-employed","Card","Reffered",417.6
